,Date,Title,Text,Processed Title,Processed Text,Sentiment Title,Sentiment Text,Positive Title,Positive Text
10,"Aug 26, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins
The wall street journal reported Friday that the Japanese conglomerate, Panasonic (TYO:6752) is in discussions to build an additional roughly $4 billion EV battery plant in the...",dow futures move higher as investors brace for earnings,by michael elkins the wall street journal reported friday that the japanese conglomerate panasonic tyo6752 is in discussions to build an additional roughly 4 billion ev battery plant in the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
11,"Aug 26, 2022",China's 20th Communist Party Congress: What you need to know,"By doing so, you and %USER_NAME% will not be able to see
any of each other's Investing.com's posts.",chinas 20th communist party congress what you need to know,by doing so you and user_name will not be able to see any of each others investingcoms posts,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
12,"Aug 25, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Liz Moyer
Investing.com -- U.S. stocks were trading higher after snapping a three-day losing streak on Wednesday as investors looked to the Federal Reserve’s meeting in Jackson Hole, Wyo., later...",top 5 things to watch in markets in the week ahead,by liz moyer investingcom  us stocks were trading higher after snapping a threeday losing streak on wednesday as investors looked to the federal reserves meeting in jackson hole wyo later,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.3818}",True,False
13,"Aug 25, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins 
Tesla (NASDAQ:TSLA) 3:1 Stock Split effective Wednesday night. Begins Trading at new price Thursday.
Shares of Tesla, are up more than 2.1% in premarket trading Thursday following...",dow futures move higher as investors brace for earnings,by michael elkins  tesla nasdaqtsla 31 stock split effective wednesday night begins trading at new price thursday shares of tesla are up more than 21 in premarket trading thursday following,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.6486}",False,True
14,"Aug 25, 2022",China's 20th Communist Party Congress: What you need to know,"By Peter Nurse
Investing.com -- Stocks in focus in premarket trade on Thursday, August 25th. Please refresh for updates.
NVIDIA (NASDAQ:NVDA) stock fell 3.5% after the chip giant’s financial...",chinas 20th communist party congress what you need to know,by peter nurse investingcom  stocks in focus in premarket trade on thursday august 25th please refresh for updates nvidia nasdaqnvda stock fell 35 after the chip giants financial,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}",True,True
15,"Aug 24, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Investing.com Staff
Tesla's (NASDAQ:TSLA) three-for-one stock split is effective today, with post-split trading starting tomorrow - August 25, 2022.
As part of the already approved split each...",top 5 things to watch in markets in the week ahead,by investingcom staff teslas nasdaqtsla threeforone stock split is effective today with postsplit trading starting tomorrow  august 25 2022 as part of the already approved split each,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7096}",True,True
16,"Aug 24, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins
Electric car manufacturer, Nio Inc. (NYSE:NIO) began posting temporary notices on its app’s charging map page informing owners that some of its Chengdu battery-swapping stations are...",dow futures move higher as investors brace for earnings,by michael elkins electric car manufacturer nio inc nysenio began posting temporary notices on its apps charging map page informing owners that some of its chengdu batteryswapping stations are,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
17,"Aug 24, 2022",China's 20th Communist Party Congress: What you need to know,"By Michael Elkins
Shares of Enovix Corp (NASDAQ:ENVX) are up more than 9% on Wednesday after Cowen reiterated an outperform rating and raised their price target by $17 to $36 (prior $19).
A Cowen...",chinas 20th communist party congress what you need to know,by michael elkins shares of enovix corp nasdaqenvx are up more than 9 on wednesday after cowen reiterated an outperform rating and raised their price target by 17 to 36 prior 19 a cowen,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.296}",True,True
18,"Aug 23, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
California's Office of Administrative Law, in a letter, declined to review Tesla Inc's (NASDAQ:TSLA) claim that the state's civil rights watchdog suing the company is rushing without...",top 5 things to watch in markets in the week ahead,by michael elkins californias office of administrative law in a letter declined to review tesla incs nasdaqtsla claim that the states civil rights watchdog suing the company is rushing without,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.2732}",True,False
19,"Aug 23, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By doing so, you and %USER_NAME% will not be able to see
any of each other's Investing.com's posts.",dow futures move higher as investors brace for earnings,by doing so you and user_name will not be able to see any of each others investingcoms posts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
20,"Aug 22, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
Ford Motor Company (NYSE:F) announced on Monday that the company will cut 3,000 salaried and contract jobs as it restructures to catch up with Tesla (NASDAQ:TSLA) in the race for...",top 5 things to watch in markets in the week ahead,by michael elkins ford motor company nysef announced on monday that the company will cut 3000 salaried and contract jobs as it restructures to catch up with tesla nasdaqtsla in the race for,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.2732}",True,False
21,"Aug 22, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins
Tesla (NASDAQ:TSLA) CEO, Elon Musk announced on Twitter Sunday that the electric vehicle company would be increasing the price of its full self-driving program by 25%. The price will...",dow futures move higher as investors brace for earnings,by michael elkins tesla nasdaqtsla ceo elon musk announced on twitter sunday that the electric vehicle company would be increasing the price of its full selfdriving program by 25 the price will,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
22,"Aug 22, 2022",China's 20th Communist Party Congress: What you need to know,"By Peter Nurse
Investing.com -- Stocks in focus in premarket trade on Monday, August 22nd. Please refresh for updates.
Tesla (NASDAQ:TSLA) stock fell 2.1% after CEO Elon Musk tweeted that the...",chinas 20th communist party congress what you need to know,by peter nurse investingcom  stocks in focus in premarket trade on monday august 22nd please refresh for updates tesla nasdaqtsla stock fell 21 after ceo elon musk tweeted that the,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3182}",True,True
23,"Aug 19, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
According to a report by Reuters published Thursday, electric vehicle giant, Tesla Inc. (NASDAQ:TSLA) has asked for a hearing to present a defense after it was accused by a...",top 5 things to watch in markets in the week ahead,by michael elkins according to a report by reuters published thursday electric vehicle giant tesla inc nasdaqtsla has asked for a hearing to present a defense after it was accused by a,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.074, 'neu': 0.875, 'pos': 0.051, 'compound': -0.1779}",True,False
24,"Aug 19, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins 
Tesla (NASDAQ:TSLA) is seeing positive movement in early trading on Thursday after the company announced that they were cutting the delivery waiting period for Model 3 and Model Y...",dow futures move higher as investors brace for earnings,by michael elkins  tesla nasdaqtsla is seeing positive movement in early trading on thursday after the company announced that they were cutting the delivery waiting period for model 3 and model y,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.045, 'neu': 0.846, 'pos': 0.109, 'compound': 0.4767}",False,True
25,"Aug 18, 2022",China's 20th Communist Party Congress: What you need to know,"By Michael Elkins
A CFRA analyst reiterated a strong Buy rating on Tesla (NASDAQ:TSLA) and raised the price target to $1,245 from $1,125. The analyst raised CFRA’s estimate to $12.45 from $11.90 for...",chinas 20th communist party congress what you need to know,by michael elkins a cfra analyst reiterated a strong buy rating on tesla nasdaqtsla and raised the price target to 1245 from 1125 the analyst raised cfras estimate to 1245 from 1190 for,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5106}",True,True
26,"Aug 18, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
Xiaomi Auto, a subsidiary of the Chinese consumer electronics brand that shares the same name, announced on Wednesday that the company has finalized two battery suppliers for its...",top 5 things to watch in markets in the week ahead,by michael elkins xiaomi auto a subsidiary of the chinese consumer electronics brand that shares the same name announced on wednesday that the company has finalized two battery suppliers for its,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.296}",True,True
27,"Aug 18, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Liz Moyer
Investing.com -- U.S. stocks fell on Wednesday after a disappointing earnings report from Target. Here are the midday movers for Aug. 17:
Target Corporation (NYSE:TGT) shares fell...",dow futures move higher as investors brace for earnings,by liz moyer investingcom  us stocks fell on wednesday after a disappointing earnings report from target here are the midday movers for aug 17 target corporation nysetgt shares fell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.102, 'neu': 0.828, 'pos': 0.07, 'compound': -0.25}",False,False
28,"Aug 18, 2022",China's 20th Communist Party Congress: What you need to know,"By Sam Boughedda
A GLJ research analyst said in a note to clients on Wednesday that Cameco Corp. (NYSE:CCJ) could be the next Tesla (NASDAQ:TSLA) momo (momentum) play.
The analyst, who has a buy...",chinas 20th communist party congress what you need to know,by sam boughedda a glj research analyst said in a note to clients on wednesday that cameco corp nyseccj could be the next tesla nasdaqtsla momo momentum play the analyst who has a buy,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.34}",True,True
29,"Aug 17, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Nurse
Investing.com -- Stocks in focus in premarket trade on Wednesday, August 17th. Please refresh for updates.
Target (NYSE:TGT) stock fell 2.6% after the big-box retailer reported a...",top 5 things to watch in markets in the week ahead,by peter nurse investingcom  stocks in focus in premarket trade on wednesday august 17th please refresh for updates target nysetgt stock fell 26 after the bigbox retailer reported a,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}",True,True
30,"Aug 17, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Senad Karaahmetovic
Shares of Manchester United (NYSE:MANU) are up almost 4% in premarket after Tesla (NASDAQ:TSLA) CEO Elon Musk joked he could buy the English football club.
Musk initially...",dow futures move higher as investors brace for earnings,by senad karaahmetovic shares of manchester united nysemanu are up almost 4 in premarket after tesla nasdaqtsla ceo elon musk joked he could buy the english football club musk initially,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.743}",False,True
31,"Aug 17, 2022",China's 20th Communist Party Congress: What you need to know,"By Michael Elkins
Electric vehicle maker, Lucid Motors (NASDAQ:LCID) posted a cryptic tweet on Tuesday that says “Three is the magic number. See why at The Quail.” The post also included the hashtags...",chinas 20th communist party congress what you need to know,by michael elkins electric vehicle maker lucid motors nasdaqlcid posted a cryptic tweet on tuesday that says three is the magic number see why at the quail the post also included the hashtags,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.0772}",True,True
32,"Aug 16, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com -- The Dow made a positive start to the week Monday, as rising tech and consumer stocks sparked a intraday turnaround and offset a slide in energy stocks amid fresh...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  the dow made a positive start to the week monday as rising tech and consumer stocks sparked a intraday turnaround and offset a slide in energy stocks amid fresh,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.7906}",True,True
33,"Aug 16, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By doing so, you and %USER_NAME% will not be able to see
any of each other's Investing.com's posts.",dow futures move higher as investors brace for earnings,by doing so you and user_name will not be able to see any of each others investingcoms posts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
34,"Aug 15, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com -- The S&P 500 turned positive Monday, as consumer and tech rebounded to offset falling energy stocks amid fresh concerns about global growth.
The S&P 500 rose 0.5%, the...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  the sp 500 turned positive monday as consumer and tech rebounded to offset falling energy stocks amid fresh concerns about global growth the sp 500 rose 05 the,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.041, 'neu': 0.689, 'pos': 0.27, 'compound': 0.8402}",True,True
35,"Aug 15, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins 
Tesla Inc. (NASDAQ:TSLA) CEO Elon Musk tweeted a message Sunday congratulating Giga Shanghai on producing its one millionth car. According to the CEO, this milestone brings the...",dow futures move higher as investors brace for earnings,by michael elkins  tesla inc nasdaqtsla ceo elon musk tweeted a message sunday congratulating giga shanghai on producing its one millionth car according to the ceo this milestone brings the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
36,"Aug 15, 2022",China's 20th Communist Party Congress: What you need to know,"By Michael Elkins
A Morgan Stanley analyst highlights an increasing number of electric vehicle product offerings in China as companies continue to expand product distribution to less developed market...",chinas 20th communist party congress what you need to know,by michael elkins a morgan stanley analyst highlights an increasing number of electric vehicle product offerings in china as companies continue to expand product distribution to less developed market,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3818}",True,True
37,"Aug 13, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
Tesla (NASDAQ:TSLA) enthusiast and investor, Sawyer Merritt released drone footage Friday showing nearly 9,000 vehicles ready to ship from Shanghai’s Southport Terminal, in China.
If...",top 5 things to watch in markets in the week ahead,by michael elkins tesla nasdaqtsla enthusiast and investor sawyer merritt released drone footage friday showing nearly 9000 vehicles ready to ship from shanghais southport terminal in china if,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6124}",True,True
38,"Aug 13, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins
Chinese battery maker, Contemporary Amperex Technology Co. (CATL) (SZ:300750), announced Friday that the company would be investing 7.34 billion euros to build a 100 GWh battery...",dow futures move higher as investors brace for earnings,by michael elkins chinese battery maker contemporary amperex technology co catl sz300750 announced friday that the company would be investing 734 billion euros to build a 100 gwh battery,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
39,"Aug 12, 2022",China's 20th Communist Party Congress: What you need to know,"By Michael Elkins
Morgan Stanley reiterated an outperform rating and $1150.00 price target on Tesla (NASDAQ:TSLA) following Morgan Stanley’s 4th Annual Intern Survey.
The Survey of ~500 Morgan Stanley...",chinas 20th communist party congress what you need to know,by michael elkins morgan stanley reiterated an outperform rating and 115000 price target on tesla nasdaqtsla following morgan stanleys 4th annual intern survey the survey of 500 morgan stanley,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
40,"Aug 12, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com -- The Dow racked up gains Wednesday, as data pointing to signs of easing inflation stoked bets on less aggressive Federal Reserve rate hikes and sent U.S. Treasury...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  the dow racked up gains wednesday as data pointing to signs of easing inflation stoked bets on less aggressive federal reserve rate hikes and sent us treasury,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.038, 'neu': 0.782, 'pos': 0.18, 'compound': 0.5984}",True,True
41,"Aug 11, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By doing so, you and %USER_NAME% will not be able to see
any of each other's Investing.com's posts.",dow futures move higher as investors brace for earnings,by doing so you and user_name will not be able to see any of each others investingcoms posts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
42,"Aug 10, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
Porsche (OTC:POAHY) announced Wednesday its all-electric Taycan Turbo S sedan has broken the Nürburgring Nordschleife lap record for EVs with a time of 7:33. The previous record was...",top 5 things to watch in markets in the week ahead,by michael elkins porsche otcpoahy announced wednesday its allelectric taycan turbo s sedan has broken the nürburgring nordschleife lap record for evs with a time of 733 the previous record was,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4767}",True,False
43,"Aug 10, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Elkins
Juice Americas, a subsidiary of Juice Technology, announced on Wednesday that the company is now offering their popular J+ BOOSTER 2 Portable EV charger to customers in the U.S.,...",dow futures move higher as investors brace for earnings,by michael elkins juice americas a subsidiary of juice technology announced on wednesday that the company is now offering their popular j booster 2 portable ev charger to customers in the us,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4215}",False,True
44,"Aug 10, 2022",China's 20th Communist Party Congress: What you need to know,"By Yasin Ebrahim
Investing.com -- The S&P 500 jumped Wednesday, led by tech on falling U.S. Treasury yields as data pointing to signs that inflation may be nearing a peak eased fears that the Federal...",chinas 20th communist party congress what you need to know,by yasin ebrahim investingcom  the sp 500 jumped wednesday led by tech on falling us treasury yields as data pointing to signs that inflation may be nearing a peak eased fears that the federal,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.118, 'neu': 0.775, 'pos': 0.107, 'compound': -0.1027}",True,False
45,"Aug 10, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Nurse
Investing.com -- The main focus of the day will be the release of the latest U.S. consumer price data and the potential impact this has on Fed thinking. Elon Musk’s sale of more...",top 5 things to watch in markets in the week ahead,by peter nurse investingcom  the main focus of the day will be the release of the latest us consumer price data and the potential impact this has on fed thinking elon musks sale of more,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
46,"Aug 10, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Ambar Warrick 
Investing.com-- Elon Musk sold about $6.9 billion worth of Tesla Inc (NASDAQ:TSLA) stock over the past week, a filing revealed on Wednesday, as the Tesla CEO faces a potentially...",dow futures move higher as investors brace for earnings,by ambar warrick  investingcom elon musk sold about 69 billion worth of tesla inc nasdaqtsla stock over the past week a filing revealed on wednesday as the tesla ceo faces a potentially,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2263}",False,True
47,"Aug 10, 2022",China's 20th Communist Party Congress: What you need to know,"By doing so, you and %USER_NAME% will not be able to see
any of each other's Investing.com's posts.",chinas 20th communist party congress what you need to know,by doing so you and user_name will not be able to see any of each others investingcoms posts,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
48,"Aug 09, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Elkins
Electric vehicle giant, Tesla (NASDAQ:TSLA) is down slightly in pre-market trading after the China Passenger Car Association (CPCA) reported a steep decline in July sales.
Tesla sold...",top 5 things to watch in markets in the week ahead,by michael elkins electric vehicle giant tesla nasdaqtsla is down slightly in premarket trading after the china passenger car association cpca reported a steep decline in july sales tesla sold,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
49,"Aug 09, 2022",Dow Futures Move Higher As Investors Brace for Earnings,"By Yasin Ebrahim
Investing.com -- The Dow eked out a win Monday, after cutting the bulk of its intraday gains as Nvidia's profit warning kept tech stocks in the red.   
The Dow Jones Industrial...",dow futures move higher as investors brace for earnings,by yasin ebrahim investingcom  the dow eked out a win monday after cutting the bulk of its intraday gains as nvidias profit warning kept tech stocks in the red    the dow jones industrial,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.098, 'neu': 0.675, 'pos': 0.227, 'compound': 0.7351}",False,True
