Date,Title,Processed Title,Sentiment Title
2022-12-08,Ex-Louisville detective to plead guilty to charges related to Breonna Taylor killing -Washington Post,exlouisville detective plead guilty charge relate breonna taylor kill washington post,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.8176}"
2022-12-08,"Parts of China's Hainan extend COVID lockdown, Lhasa in Tibet tightens curbs",part china hainan extend covid lockdown lhasa tibet tighten curb,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}"
2022-12-08,China's Xi plans foreign trip including meeting Biden -WSJ,china xi plan foreign trip include meet biden wsj,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-11-08,Long COVID risk up for unvaccinated children; at-home antibody test shows promise,long covid risk unvaccinated children athome antibody test show promise,"{'neg': 0.169, 'neu': 0.645, 'pos': 0.185, 'compound': 0.0516}"
2022-11-08,U.S. CDC no longer recommends students quarantine for COVID-19 exposure,us cdc longer recommend students quarantine covid19 exposure,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
2022-11-08,Several cities in China add COVID curbs as millions still under lockdown,several cities china add covid curb millions still lockdown,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-09-08,Group of 23 states tells U.S. court CDC lacks authority to set transit mask rules,group 23 state tell us court cdc lack authority set transit mask rule,"{'neg': 0.158, 'neu': 0.753, 'pos': 0.089, 'compound': -0.25}"
2022-09-08,Drugmaker Gilead to help fund monkeypox education for LGBTQ+ groups,drugmaker gilead help fund monkeypox education lgbtq group,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
2022-08-08,Analysis-More Chinese women delay or give up on having babies after zero-COVID ordeal,analysismore chinese women delay give baby zerocovid ordeal,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}"
2022-08-08,China's Hainan expands COVID lockdowns to quell outbreak,china hainan expand covid lockdowns quell outbreak,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}"
2022-08-08,COVID lockdown turns Chinese tourist hotspot Sanya into nightmare for stranded tourists,covid lockdown turn chinese tourist hotspot sanya nightmare strand tourists,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-08,"North Korea to convene parliament, anti-epidemic meeting amid zero COVID claim",north korea convene parliament antiepidemic meet amid zero covid claim,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-08,West Virginia man sentenced to 3 years in prison for threatening to kill Fauci,west virginia man sentence 3 years prison threaten kill fauci,"{'neg': 0.627, 'neu': 0.296, 'pos': 0.077, 'compound': -0.8834}"
2022-05-08,"North Korea marks end of first COVID wave, but risks persist",north korea mark end first covid wave risk persist,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2022-04-08,Explainer-How worried should we be about the monkeypox health emergency?,explainerhow worry monkeypox health emergency,"{'neg': 0.647, 'neu': 0.353, 'pos': 0.0, 'compound': -0.6705}"
2022-03-08,U.S. CDC expected to ease COVID-19 guidelines for schools this week - CNN,us cdc expect ease covid19 guidelines school week cnn,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
2022-02-08,Omicron better at invading young noses than other variants; smell loss may predict memory issues,omicron better invade young nose variants smell loss may predict memory issue,"{'neg': 0.151, 'neu': 0.658, 'pos': 0.191, 'compound': 0.1531}"
2022-02-08,"From subway stations to shopping malls, Taiwan prepares its air-raid shelters",subway station shop malls taiwan prepare airraid shelter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-02-08,Polio found in New York wastewater as state urges vaccinations,polio find new york wastewater state urge vaccinations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-01-08,New Zealand's borders fully open after long  pandemic closure,new zealand border fully open long pandemic closure,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-01-08,Inside the super-secure Swiss lab trying to stop the next pandemic,inside supersecure swiss lab try stop next pandemic,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
2022-07-31,China reports 393 new COVID cases for July 31 vs 541 day earlier,china report 393 new covid case july 31 vs 541 day earlier,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-30,Austria mourns suicide of doctor targetted by anti-vaccine campaigners,austria mourn suicide doctor targetted antivaccine campaigners,"{'neg': 0.593, 'neu': 0.407, 'pos': 0.0, 'compound': -0.8074}"
2022-07-30,Tennis-'Fingers crossed!': Djokovic hopeful he can compete at U.S. Open,tennisfingers cross djokovic hopeful compete us open,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}"
2022-07-28,"Reinfection, severe outcome more common with BA.5 variant; virus spike protein toxic to heart cells",reinfection severe outcome common ba5 variant virus spike protein toxic heart cells,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}"
2022-07-26,"Experimental chewing gum reduces Omicron in saliva; sexual dysfunction, hair loss among long COVID symptoms",experimental chew gum reduce omicron saliva sexual dysfunction hair loss among long covid symptoms,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6249}"
2022-07-26,Omicron BA.5 makes up 82% of COVID variants in U.S. - CDC,omicron ba5 make 82 covid variants us cdc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-26,China's Shenzhen vows to 'mobilise all resources' to curb COVID spread,china shenzhen vow mobilise resources curb covid spread,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-25,Record number of COVID-hit Australians in hospital as Omicron surges,record number covidhit australians hospital omicron surge,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}"
2022-07-22,New Zealand COVID-19 death rate at record levels,new zealand covid19 death rate record level,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.5994}"
2022-07-21,Australia battles fresh Omicron outbreak as COVID deaths rise,australia battle fresh omicron outbreak covid deaths rise,"{'neg': 0.239, 'neu': 0.55, 'pos': 0.211, 'compound': -0.0772}"
2022-07-20,Biden administration to rejig HHS to boost pandemic response - The Washington Post,biden administration rejig hhs boost pandemic response washington post,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
2022-07-19,China's Shenzhen reports 19 new local COVID cases on July 19 vs 8 a day earlier,china shenzhen report 19 new local covid case july 19 vs 8 day earlier,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-19,"Amid COVID shutdowns, Chinese women flock to skateboarding",amid covid shutdowns chinese women flock skateboard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-18,High blood thickness ups death risk; few problems with flu-COVID shots together,high blood thickness up death risk problems flucovid shots together,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.8271}"
2022-07-18,North Korea says it is nearing end of COVID crisis as Asian neighbours fight resurgence,north korea say near end covid crisis asian neighbour fight resurgence,"{'neg': 0.427, 'neu': 0.573, 'pos': 0.0, 'compound': -0.7717}"
2022-07-17,"India's COVID vaccinations hit 2 billion, new cases at four-month high",india covid vaccinations hit 2 billion new case fourmonth high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-15,Australia reinstates COVID quarantine pay amid fresh Omicron wave,australia reinstate covid quarantine pay amid fresh omicron wave,"{'neg': 0.131, 'neu': 0.654, 'pos': 0.215, 'compound': 0.2263}"
2022-07-15,Pandemic behind 'largest backslide in childhood vaccination in a generation' - U.N,pandemic behind largest backslide childhood vaccination generation un,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-14,"Japan warns of COVID surge, Tokyo raises alert level",japan warn covid surge tokyo raise alert level,"{'neg': 0.146, 'neu': 0.625, 'pos': 0.229, 'compound': 0.2023}"
2022-07-14,"Fresh COVID wave sweeps Asia, New Zealand warns of pressure on hospitals",fresh covid wave sweep asia new zealand warn pressure hospitals,"{'neg': 0.279, 'neu': 0.543, 'pos': 0.178, 'compound': -0.0772}"
2022-07-13,"New Zealand announces free masks, tests as health system struggles with COVID",new zealand announce free mask test health system struggle covid,"{'neg': 0.169, 'neu': 0.588, 'pos': 0.243, 'compound': 0.25}"
2022-07-13,COVID cases down in Americas but Omicron subvariants driving new infections -PAHO,covid case americas omicron subvariants drive new infections paho,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-13,Explainer-What is the BA.5 variant and why does it seem to be reinfecting so many people with COVID-19?,explainerwhat ba5 variant seem reinfecting many people covid19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-12-07,White House urges COVID boosters to protect against spreading BA.5 subvariant,white house urge covid boosters protect spread ba5 subvariant,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}"
2022-12-07,U.S. deaths from antibiotic resistant 'superbugs' rose 15% in 2020,us deaths antibiotic resistant uperbugs rise 15 2020,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-12-07,U.S. CDC director: BA.5 estimated to represent 65% of circulating COVID-19 variants,us cdc director ba5 estimate represent 65 circulate covid19 variants,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-11-07,U.S. CDC plans to improve international air contact tracing data collection,us cdc plan improve international air contact trace data collection,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
2022-10-07,China's Shanghai asks public to share 'heart-warming' COVID lockdown stories,china shanghai ask public share heartwarming covid lockdown stories,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.6486}"
2022-07-07,"Exclusive-WTO faces new battle over COVID tests, drugs",exclusivewto face new battle covid test drug,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}"
2022-07-07,"Goodbye Shanghai: After 16 years, COVID curbs send American family packing",goodbye shanghai 16 years covid curb send american family pack,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-07,COVID and bust: China's private health system hurt by tough coronavirus controls,covid bust china private health system hurt tough coronavirus control,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.5994}"
2022-05-07,"Omicron sub-variants BA.4, BA.5 make up 70% of COVID variants in U.S. - CDC",omicron subvariants ba4 ba5 make 70 covid variants us cdc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-01-07,Russia scraps remaining COVID restrictions,russia scrap remain covid restrictions,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-30,"US FDA wants COVID boosters targeting Omicron BA.4, BA.5 subvariants",us fda want covid boosters target omicron ba4 ba5 subvariants,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
2022-06-30,U.S. Supreme Court nixes religious challenge to New York vaccine mandate,us supreme court nix religious challenge new york vaccine mandate,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}"
2022-06-29,NASA chief Bill Nelson tests positive for COVID,nasa chief bill nelson test positive covid,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
2022-06-29,"BioNTech, Pfizer to start testing universal vaccine for coronaviruses",biontech pfizer start test universal vaccine coronaviruses,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-28,U.S. FDA advisers recommend inclusion of Omicron component for COVID boosters,us fda advisers recommend inclusion omicron component covid boosters,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
2022-06-28,"Omicron sub-variants BA.4, BA.5 make up more than 50% of U.S. COVID cases - CDC",omicron subvariants ba4 ba5 make 50 us covid case cdc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-28,China slashes COVID quarantine time for international travellers,china slash covid quarantine time international travellers,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}"
2022-06-27,U.S. appeals court vacates federal vaccine mandate pending additional hearing,us appeal court vacate federal vaccine mandate pending additional hear,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-23,"S.Africa repeals COVID rules on mask-wearing, gatherings, entry",safrica repeal covid rule maskwearing gather entry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-22,Nearly 1 in 5 adults who had COVID have lingering symptoms - U.S. study,nearly 1 5 adults covid linger symptoms us study,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-22,U.S. COVID vaccines start to roll out for young children,us covid vaccines start roll young children,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-18,U.S. national security adviser Sullivan tests positive for COVID,us national security adviser sullivan test positive covid,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}"
2022-06-17,Early Omicron infection unlikely to protect against current variants,early omicron infection unlikely protect current variants,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}"
2022-06-17,Omicron less likely to cause long COVID - UK study,omicron less likely cause long covid uk study,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-16,"Fauci, face of U.S. battle against COVID-19, tests positive",fauci face us battle covid19 test positive,"{'neg': 0.232, 'neu': 0.446, 'pos': 0.321, 'compound': 0.25}"
2022-06-14,"Omicron sub-variants BA.4, BA.5 account for 21% of COVID variants in U.S. - CDC",omicron subvariants ba4 ba5 account 21 covid variants us cdc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-14,Beijing in 'race against time' to contain COVID surge,beijing race time contain covid surge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-13,U.S. Health Secretary Becerra tests positive for COVID,us health secretary becerra test positive covid,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
2022-12-06,India's opposition leader Sonia Gandhi hospitalised with COVID-related issues,india opposition leader sonia gandhi hospitalise covidrelated issue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-09-06,Diabetes may increase long COVID risk; COVID while pregnant linked to baby brain development issues,diabetes may increase long covid risk covid pregnant link baby brain development issue,"{'neg': 0.136, 'neu': 0.714, 'pos': 0.149, 'compound': 0.0516}"
2022-09-06,"Factbox-What the WHO says on how to find COVID-19's origins, prepare for next pandemic",factboxwhat say find covid19 origins prepare next pandemic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-09-06,Pandemic's origins obscured by lack of Chinese data - WHO panel,pandemic origins obscure lack chinese data panel,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}"
2022-07-06,Omicron sub-variants BA.4 and BA.5 account for up to 13% of COVID variants in U.S. - CDC,omicron subvariants ba4 ba5 account 13 covid variants us cdc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-07-06,"Japan to open to tourists after two years but only with masks, insurance, guides",japan open tourists two years mask insurance guide,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-06-06,U.S. transport chief Buttigieg tests positive for COVID-19,us transport chief buttigieg test positive covid19,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
2022-06-06,Strong T-cell response for blood cancer patients after vaccine; COVID breakthrough often serious for cancer patients,strong tcell response blood cancer patients vaccine covid breakthrough often serious cancer patients,"{'neg': 0.451, 'neu': 0.402, 'pos': 0.147, 'compound': -0.7783}"
2022-06-06,U.S. aims to ramp up international tourism hit hard by COVID,us aim ramp international tourism hit hard covid,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}"
2022-01-06,U.S. interior secretary tests positive for COVID,us interior secretary test positive covid,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.5574}"
2022-05-31,North Korea hails progress in fight against drought despite COVID wave,north korea hail progress fight drought despite covid wave,"{'neg': 0.205, 'neu': 0.472, 'pos': 0.323, 'compound': 0.128}"
2022-05-31,U.S. asks court to reverse order lifting airplane mask mandate,us ask court reverse order lift airplane mask mandate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-31,"After two months, a scarred Shanghai's COVID-19 lockdown ends",two months scar shanghai covid19 lockdown end,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-31,U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients,us doctor reconsider pfizer paxlovid lowerrisk covid patients,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-31,'Hard to believe it's actually happening': Shanghai to lift COVID lockdown,hard believe actually happen shanghai lift covid lockdown,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}"
2022-05-30,"Beijing reports 16 new symptomatic COVID cases for May 30, 2 asymptomatic cases",beijing report 16 new symptomatic covid case may 30 2 asymptomatic case,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-30,"N.Korea reports 96,020 more people with fever symptoms -KCNA",nkorea report 96020 people fever symptoms kcna,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-29,"China Covid Outbreak Wanes, With Curbs Eased to Boost Economy",china covid outbreak wan curb ease boost economy,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.6369}"
2022-05-29,"Shanghai to lift 'unreasonable' curbs on firms, Beijing eases restrictions",shanghai lift unreasonable curb firm beijing ease restrictions,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
2022-05-29,"Shanghai eases return to work, moves to support economy",shanghai ease return work move support economy,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}"
2022-05-28,Shanghai to ease some COVID testing requirements from June 1,shanghai ease covid test requirements june 1,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
2022-05-28,U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients,us doctor reconsider pfizer paxlovid lowerrisk covid patients,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-27,Shanghai takes baby steps towards ending COVID lockdown,shanghai take baby step towards end covid lockdown,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-24,NGOs urge Biden to push for changes to WTO's COVID waiver text,ngos urge biden push change wto covid waiver text,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-22,"Beijing Sees Record New Covid Cases, Reviving Lockdown Concerns",beijing see record new covid case revive lockdown concern,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}"
2022-05-22,"Shanghai reopens some public transport, still on high COVID alert",shanghai reopen public transport still high covid alert,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
2022-05-21,"Shanghai makes way towards COVID lockdown exit, Beijing plays defence",shanghai make way towards covid lockdown exit beijing play defence,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.4215}"
2022-05-21,"COVID restrictions for migrants at U.S. border cannot end yet, judge rules",covid restrictions migrants us border cannot end yet judge rule,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-19,Shanghai Finds First Covid Cases Outside Quarantine in Six Days,shanghai find first covid case outside quarantine six days,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022-05-19,Some in Shanghai allowed out to shop; end of COVID lockdown in sight,shanghai allow shop end covid lockdown sight,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}"
2022-05-18,"China relaxes some COVID test rules for U.S., other travellers",china relax covid test rule us travellers,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
2022-05-18,U.S. health secretary tests positive for COVID on trip to Berlin,us health secretary test positive covid trip berlin,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.5574}"
2022-05-18,Biden not 'close contact' of daughter Ashley who tested positive for COVID,biden close contact daughter ashley test positive covid,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.5574}"
2022-05-18,Biden's daughter Ashley tests positive for COVID-19 -White House,biden daughter ashley test positive covid19 white house,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.5574}"
2022-05-18,'Huge' pressure for Shanghai to stay COVID-free as lockdown end nears,huge pressure shanghai stay covidfree lockdown end near,"{'neg': 0.21, 'neu': 0.571, 'pos': 0.219, 'compound': 0.0258}"
2022-05-18,"When Africans asked for COVID shots, they didn't get them. Now they don't want them",africans ask covid shots didnt get dont want,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.0424}"
2022-05-17,Shanghai hits prized 'zero COVID' status but lockdown lingers,shanghai hit prize zero covid status lockdown linger,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}"
2022-05-16,Coronavirus may be linked to cases of severe hepatitis in children,coronavirus may link case severe hepatitis children,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}"
2022-05-16,FDA declines to authorize common antidepressant as COVID treatment,fda decline authorize common antidepressant covid treatment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
