Date,Title,Text
"Feb 25, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com -- U.S. President Joe Biden said the U.S. would unleash the first tranche of sanctions on Russia and individuals after President Vladimir Putin moved..."
"Feb 21, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Julia Harte
(Reuters) - From voter ID requirements to laws giving partisan entities such as state legislatures more control over election management, U.S. states enacted more..."
"Feb 08, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Nathan Layne
(Reuters) -Republican state lawmakers in Georgia are pushing legislation to redraw electoral maps in three counties in a move that would effectively override local..."
"Feb 01, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson and Diane Bartz
WASHINGTON (Reuters) - The U.S. Senate Commerce Committee said Tuesday it will not move forward with votes on nominees for the Federal Trade..."
"Jan 12, 2022",Top 5 Things to Watch in Markets in the Week Ahead,"By Jeff Mason and Kanishka Singh
WASHINGTON (Reuters) - President Joe Biden on Tuesday expressed confidence the United States was on the right track in the fight against the..."
"Dec 10, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Dan Whitcomb and Jahnavi Nidumolu
(Reuters) -The North Carolina Supreme Court on Wednesday ordered primary elections in the state delayed from March until May of 2022, citing..."
"Dec 07, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Tom Balmforth and Trevor Hunnicutt
MOSCOW/WASHINGTON (Reuters) - Presidents Joe Biden and Vladimir Putin have a chasm of mutual distrust to bridge when they hold a virtual..."
"Dec 04, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Eisler and Jason Szep
(Reuters) - The story had a bombshell headline: “Thousands of fake votes” had been discovered in Madison, Wisconsin, two weeks after Democrat Joe..."
"Nov 30, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Patricia Zengerle and Richard Cowan
WASHINGTON (Reuters) -The U.S. Senate blocked the National Defense Authorization Act on Monday amid objections from Republicans and some..."
"Nov 11, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Kanishka Singh
(Reuters) - A federal grand jury indicted three men for operating two fraudulent political action committees during the 2016 U.S. election cycle and collecting..."
"Nov 08, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Trevor Hunnicutt, Jarrett Renshaw and Richard Cowan
WASHINGTON (Reuters) - The political rebuke voters delivered to Democrats in Virginia has not given the White House second..."
"Oct 26, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By David Morgan and Jarrett Renshaw
WASHINGTON (Reuters) -Democrats are closing in on a deal on President Joe Biden's social and climate-change agenda by narrowing their..."
"Oct 25, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Susan Cornwell
WASHINGTON (Reuters) - U.S. President Joe Biden has sounded increasingly open over the past month to changing the Senate's filibuster tradition to bypass a..."
"Oct 25, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Steve Holland
WASHINGTON (Reuters) - Neera Tanden, whose bid to be White House budget chief was derailed by opposition from Republicans after her sharp critiques of them on..."
"Oct 11, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Susan Cornwell, Richard Cowan and Jarrett Renshaw
WASHINGTON (Reuters) -President Joe Biden said on Monday the federal government could breach its $28.4 trillion debt limit in a..."
"Sep 20, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Daniel Trotta
(Reuters) - A North Carolina court on Friday struck down a voter photo identification law passed by Republicans in 2018, finding it intentionally discriminated..."
"Sep 16, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Sarah Morland
(Reuters) - The governor of Iowa has said she will appeal a temporary order by a federal judge that aims to allow schools to enforce use of face masks to prevent..."
"Sep 10, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Hosenball
WASHINGTON (Reuters) - A lawyer for a man linked by prosecutors to the anti-government Oath Keepers group on Wednesday asked a judge to consider moving his..."
"Sep 05, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Nathan Layne
(Reuters) - More than 9 months after Pennyslvania certified the 2020 election, Republican lawmakers in the state are launching a partisan probe into the vote by..."
"Sep 01, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Timothy Gardner
(Reuters) - The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation..."
"Aug 03, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Wolfe
(Reuters) -The District of Columbia's police department on Monday said two more police officers who responded to the Jan. 6 riot at the U.S. Capitol have died by..."
"Aug 02, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Joseph Ax
(Reuters) -The U.S. Justice Department sued Texas Governor Greg Abbott on Friday, seeking to block an executive order that restricts the transport of migrants through..."
"Aug 01, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Nathan Layne and Tim Reid
(Reuters) - Georgia Republicans on Friday triggered a formal review of election officials in Fulton County, a Democratic stronghold that includes..."
"Jul 28, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Hosenball
WASHINGTON (Reuters) - A federal judge on Wednesday ordered pre-trial detention of a former Virginia police officer who had 34 firearms on order at a gun..."
"Jul 23, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Nichola Groom
(Reuters) -A U.S. Senate committee on Thursday voted 10-10 along party lines on President Joe Biden's nomination of Montana conservationist Tracy Stone-Manning to..."
"Jul 09, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Rich McKay
(Reuters) -Eleven heavily armed, self-professed militia members were arrested near Boston Saturday, ending an overnight stand off that shut down a major U.S...."
"Jun 21, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jason Lange
WASHINGTON (Reuters) - The fundraising arm of the Republican Party raised less money in May than its Democratic counterpart but spent more, shelling out millions on..."
"Jun 21, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Makini Brice
WASHINGTON (Reuters) -The U.S. House of Representatives on Wednesday overwhelmingly passed and sent to President Joe Biden a bill making June 19, or ""Juneteenth,"" a..."
"Jun 12, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Ted Hesson
WASHINGTON (Reuters) - President Joe Biden's administration will return more than $2 billion in funds allotted under his predecessor Donald Trump to build a wall..."
"Jun 09, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Wolfe
WASHINGTON (Reuters) - A U.S. government watchdog on Wednesday released a report finding that federal police did not clear protesters from a park near the White House..."
"Jun 04, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jonathan Stempel
NEW YORK (Reuters) - A former senior U.S. Treasury Department employee who pleaded guilty to conspiring to give a reporter sensitive information about Donald..."
"May 23, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jarrett Renshaw and Andrea Shalal
WASHINGTON (Reuters) -U.S. President Joe Biden on Friday said he would not allow his Justice Department to seize the phone or email records of..."
"May 18, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Wolfe and Mark Hosenball
WASHINGTON (Reuters) -A former Florida official central to the federal investigation into whether U.S. Representative Matt Gaetz committed sex..."
"May 13, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Valerie Volcovici
WASHINGTON (Reuters) -The Environmental Protection Agency on Thursday moved to scrap a Trump-era rule that it said jeopardized public health and hindered clean..."
"May 06, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Wolfe
WASHINGTON (Reuters) - A police officer who was injured when hundreds of supporters of former President Donald Trump attacked the U.S. Capitol pleaded with U.S...."
"May 03, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Karen Freifeld
(Reuters) - U.S. investigators are seeking to review Rudy Giuliani's phones and computers for communications with more than a dozen people, including a..."
"May 03, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By David Morgan and Merdie Nzanga
WASHINGTON (Reuters) - Dozens of Senate Republicans called on the Biden administration on Friday to withdraw what they say is a ""divisive""..."
"Apr 06, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Richard Cowan
WASHINGTON (Reuters) - U.S. Senate Republican Leader Mitch McConnell lashed out at corporate America on Monday, warning CEOs to stay out of the debate over a new..."
"Mar 30, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Steve Holland and Trevor Hunnicutt
WASHINGTON (Reuters) - President Joe Biden is ""worried"" about a set of sweeping new voting restrictions approved in the state of Georgia,..."
"Mar 26, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Patricia Zengerle
WASHINGTON (Reuters) - A U.S. House of Representatives committee voted on Thursday to repeal the 2002 Authorization for the Use of Military Force that allowed..."
"Mar 26, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Rich McKay
ATLANTA (Reuters) - Georgia on Thursday enacted broad voting restrictions championed by Republicans that activists said aimed to curtail the influence of Black voters..."
"Mar 25, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Katanga Johnson and Pete Schroeder
WASHINGTON (Reuters) - Democratic U.S. lawmakers will seek to repeal a regulation introduced during former President Donald Trump's..."
"Mar 24, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson
WASHINGTON (Reuters) - U.S. Democratic lawmakers on Wednesday blasted the 10-year strategic plan proposed a day earlier by the U.S. Postal Service (USPS) that..."
"Mar 24, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Patricia Zengerle
WASHINGTON (Reuters) -President Joe Biden's nomination of Colin Kahl to be the Pentagon's top policy adviser narrowly survived Senate committee consideration..."
"Mar 22, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Diane Bartz
WASHINGTON (Reuters) - U.S. President Joe Biden intends to nominate Lina Khan, an antitrust researcher who has focused her work on Big Tech's immense market power,..."
"Mar 22, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Ted Hesson and Kristina Cooke
WASHINGTON (Reuters) - Some migrant families arriving in the United States will be housed in hotels under a new program managed by nonprofit..."
"Mar 17, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Christopher Bing, Joseph Menn and Raphael Satter
WASHINGTON (Reuters) - Russian President Vladimir Putin likely directed efforts to try to swing the 2020 U.S. presidential..."
"Mar 16, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Hosenball
WASHINGTON (Reuters) - A man accused of stealing a police officer's badge during the deadly January assault on the U.S. Capitol and later burying it in his..."
"Mar 16, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Sarah N. Lynch and Brad Heath
WASHINGTON (Reuters) - The U.S. Justice Department on Monday charged two men with pepper-spraying three Capitol Police officers, one of whom later..."
"Mar 12, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Patricia Zengerle
WASHINGTON (Reuters) - Democratic U.S. lawmakers said on Friday they will begin working within weeks on legislation to overhaul authorizations for the use of..."
"Mar 12, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By David Shepardson
WASHINGTON (Reuters) - U.S. House Speaker Nancy Pelosi said on Friday she has directed key Democratic lawmakers to begin working with Republicans on a major..."
"Mar 12, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Valerie Volcovici
(Reuters) - The U.S. Senate on Wednesday voted to confirm Michael Regan as the next administrator of the Environmental Protection Agency, which will play a..."
"Mar 09, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Phil Stewart and Idrees Ali
WASHINGTON (Reuters) - U.S. President Joe Biden's administration voiced strong support on Tuesday for its nominee to become the Pentagon's top policy..."
"Mar 09, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Barbara Goldberg and Steve Gorman
NEW YORK (Reuters) - The two top Democrats in New York's state legislature said on Sunday that sexual harassment allegations leveled against..."
"Mar 04, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Brad Heath
WASHINGTON (Reuters) - The U.S. Drug Enforcement Administration has suspended an agent who was outside the Capitol when a mob of Donald Trump supporters stormed the..."
"Mar 01, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jonathan Landay, Phil Stewart and Arshad Mohammed
WASHINGTON (Reuters) - Saudi Arabia's de facto ruler approved an operation to capture or kill murdered journalist Jamal..."
"Feb 24, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Steve Holland and Alexandra Alper
WASHINGTON (Reuters) - A bipartisan group of U.S. lawmakers plans to meet with President Joe Biden at the White House on Wednesday to discuss..."
"Feb 16, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Steve Holland
THURMONT, Md. (Reuters) - Joe Biden arrived on Friday for his first weekend as U.S. president at Camp David, the storied retreat in the mountains of western..."
"Feb 16, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Sarah N. Lynch
WASHINGTON (Reuters) - A Virginia man whom prosecutors accuse of plotting for months in advance with fellow associates of the anti-government ""Oath Keepers""..."
"Feb 10, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Steve Holland and Idrees Ali
WASHINGTON (Reuters) - U.S. President Joe Biden said on Wednesday the Pentagon would review its strategy toward China, looking at pivotal areas..."
"Feb 08, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jonnelle Marte and Trevor Hunnicutt
WASHINGTON (Reuters) - President Joe Biden has picked Daleep Singh, the head of the markets team at the Federal Reserve Bank of New York, as..."
"Feb 04, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Andrea Shalal
WASHINGTON (Reuters) - U.S. President Joe Biden on Thursday withdrew from consideration Donald Trump's contentious nomination of Judy Shelton to fill a vacant seat..."
"Feb 04, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Sarah N. Lynch and Mark Hosenball
WASHINGTON (Reuters) - The U.S. Justice Department arrested and charged a top member of the Seattle chapter of the far-right Proud Boys group..."
"Feb 04, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Jonathan Landay
WASHINGTON (Reuters) - The United States should extend the May 1 deadline for pulling all its troops from Afghanistan, and make force cuts contingent on progress..."
"Jan 26, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jeffrey Dastin and Paresh Dave
(Reuters) - The United States should not agree to ban the use or development of autonomous weapons powered by artificial intelligence (AI)..."
"Jan 26, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Ted Hesson
WASHINGTON (Reuters) - A federal judge in Texas on Tuesday temporarily blocked a move by new U.S. President Joe Biden to halt the deportation of many immigrants for a..."
"Jan 26, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Sarah N. Lynch and Doina Chiacu
WASHINGTON (Reuters) - The top federal prosecutor investigating the violent breach of the U.S. Capitol said on Tuesday he expects indictments..."
"Jan 22, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Patricia Zengerle
WASHINGTON (Reuters) - The U.S. Senate on Friday voted overwhelmingly to confirm retired Army General Lloyd Austin as President Joe Biden's defense secretary,..."
"Jan 22, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Michelle Nichols
NEW YORK (Reuters) - The United States will back a global plan to combat COVID-19 and get vaccines to poorer countries as part of a national strategy unveiled..."
"Jan 22, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By David Brunnstrom and Michael Martina
WASHINGTON (Reuters) - The Biden administration faced pressure from Republican lawmakers on its second day in office for a more forceful..."
"Jan 21, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Hosenball
WASHINGTON (Reuters) - President Joe Biden has asked Christopher Wray to stay on as FBI director and he has confidence in the job Wray is doing, the White House..."
"Jan 21, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Timothy Gardner
WASHINGTON (Reuters) - U.S. President Joe Biden on Thursday named Richard Glick, a Democrat, to chair the Federal Energy Regulatory Commission, where he could..."
"Jan 21, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By David Shepardson
WASHINGTON (Reuters) - President Joe Biden's nominee to head the U.S. Transportation Department will tell a U.S. Senate panel on Thursday the United States must..."
"Jan 20, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Valerie Volcovici
WASHINGTON (Reuters) - A group of Republican senators on Wednesday called on newly sworn-in President Joe Biden to submit his plan to re-engage the United..."
"Jan 20, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Michael Martina
(Reuters) - China's move to sanction former Trump administration officials was ""unproductive and cynical"", a spokeswoman for President Joe Biden's National..."
"Jan 20, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Patricia Zengerle and Susan Cornwell
WASHINGTON (Reuters) - Democrats took control of the U.S. Senate on Wednesday when Vice President Kamala Harris swore in three members to..."
"Jan 20, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Michelle Nichols
NEW YORK (Reuters) - The United States' peaceful transition of power included a spotlight on fashion on Wednesday, as President Joe Biden and Vice President..."
"Jan 20, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Raphael Satter
WASHINGTON (Reuters) - The recently updated website for President Joe Biden's White House carried an invitation for tech specialists savvy enough to find..."
"Jan 20, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Helen Coster
(Reuters) - America's division was in sharp relief on cable TV Wednesday morning as U.S. President Donald Trump addressed the nation before flying to his post-White..."
"Jan 19, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Susan Cornwell
(Reuters) - Three new Democratic U.S. senators, including the winners of a pair of Georgia races and the successor to Vice President-elect Kamala Harris, are set..."
"Jan 19, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Mica Rosenberg and Kristina Cooke
NEW YORK (Reuters) - President-elect Joe Biden's nominee to lead the U.S. Department of Homeland Security, Alejandro Mayorkas, said on Tuesday..."
"Jan 18, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Trevor Hunnicutt
(Reuters) - U.S. President-elect Joe Biden is set to take office on Wednesday with only a few of his top chosen deputies in place.
The Democrat's Cabinet..."
"Jan 18, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Nandita Bose
WASHINGTON (Reuters) - Two former Obama administration officials have emerged as front-runners for the top antitrust job at the U.S. Department of Justice under the..."
"Jan 16, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Joey Roulette
WASHINGTON (Reuters) - U.S. President-elect Joe Biden named pioneering geneticist Eric Lander as the director of the Office of Science and Technology Policy on..."
"Jan 15, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By David Shepardson
WASHINGTON (Reuters) - The U.S. Senate Commerce Committee will hold a confirmation hearing next Thursday on the nomination of former South Bend, Indiana, Mayor..."
"Jan 15, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Trevor Hunnicutt
WILMINGTON, Del. (Reuters) - U.S. President-elect Joe Biden has chosen David Kessler, the ex-head of the Food and Drug Administration (FDA), for a senior role..."
"Jan 14, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Makini Brice
WASHINGTON (Reuters) - The nation's capital and cities across the country ramped up security ahead of U.S. President-Elect Joe Biden's inauguration, amid warnings..."
"Jan 14, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Andrea Shalal
WASHINGTON (Reuters) - U.S. Vice President Mike Pence on Thursday vowed to uphold American history and ensure a safe transition of power to President-elect Joe..."
"Jan 14, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Sarah N. Lynch
WASHINGTON (Reuters) - A Pennsylvania man who allegedly threw a fire extinguisher at police during the riots at the U.S. Capitol has been arrested, a U.S. Justice..."
"Jan 13, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Linda So, Andrea Januta and Mike Berens
(Reuters) - As rioters scaled scaffolding outside the U.S. Capitol, Roxanne Mathai held up her cell phone to record the sea of supporters..."
"Jan 13, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By David Shepardson
WASHINGTON (Reuters) - The White House is still considering rescinding entry bans for most non-U.S. citizens who recently were in Brazil and much of Europe in..."
"Jan 13, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Makini Brice and Heather Timmons
WASHINGTON (Reuters) - Overwhelmed during the deadly attack on Congress by President Donald Trump's supporters last week, U.S. security forces..."
"Jan 13, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Sarah N. Lynch
WASHINGTON (Reuters) - A Virginia man who took part in the storming of the U.S. Capitol wearing a sweatshirt that said ""Camp Auschwitz"" is among a number of..."
"Jan 13, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Stephanie Kelly and Laura Sanicola
NEW YORK (Reuters) - Some energy companies have decided to stop making political donations after rioters attacked the U.S. Capitol last week,..."
"Jan 13, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Mark John
LONDON (Reuters) - Trust in governments, business chiefs and media is crumbling amid a perceived mis-handling by leaders of the coronavirus pandemic and a widespread..."
"Jan 12, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Patricia Zengerle and Idrees Ali
WASHINGTON (Reuters) - A handful of U.S. Senate Armed Services Committee Democrats voiced reservations on Tuesday about making another retired..."
"Jan 12, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Elizabeth Culliford
(Reuters) - Online misinformation that led to violent unrest at the Capitol last week has gone beyond false claims and has reached the point of..."
"Jan 12, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Andy Sullivan and David Shepardson
WASHINGTON (Reuters) - Republicans in the U.S. Congress faced growing blowback on Monday from businesses that said they would cut off campaign..."
"Jan 11, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Lawrence Hurley
WASHINGTON (Reuters) - The U.S. Supreme Court on Monday steered clear of more cases involving bids by President Donald Trump and some Republican allies to..."
"Jan 11, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Sarah N. Lynch
WASHINGTON (Reuters) - U.S. counterterrorism prosecutors are probing the crowd of President Donald Trump's supporters who stormed the Capitol last week, initially..."
"Jan 11, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By David Shepardson, Jessica DiNapoli and Rama Venkat
WASHINGTON/NEW YORK/BANGALORE (Reuters) - Marriott International (NASDAQ:MAR) Inc, the world's largest hotel company, and the..."
"Jan 08, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Daphne Psaledakis and Trevor Hunnicutt
WASHINGTON/WILMINGTON, Del. (Reuters) - U.S. Secretary of State Mike Pompeo met with Antony Blinken, President-elect Joe Biden's nominee..."
