tickers_to_predict,sentiment_filepath,window,lookback,thresh,intercept,Sharpe_ratio
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,45,0.75,False,2.058
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,2.058
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,15,1.0,False,2.058
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,30,0.75,True,2.045
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,2.038
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,0.75,False,2.038
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,1.0,False,2.038
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,2.038
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,2.038
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,2.028
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,1.0,True,2.028
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,2.028
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,0.75,True,2.028
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,2.02
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,0.75,True,2.018
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.99
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,1.99
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,1.988
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,1.972
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,1.972
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.972
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,1.972
"('META',)",/stacked_pred_returns_rfr_test.csv,120,15,1.0,False,1.96
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,1.0,True,1.951
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.95
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,1.0,True,1.95
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,0.75,True,1.95
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,1.95
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.942
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,1.938
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,15,0.75,False,1.925
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,1.922
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,1.918
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,1.913
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,30,1.5,False,1.913
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,1.911
"('META',)",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,1.906
"('META',)",/vader_pred_returns_rfr_test.csv,120,45,1.0,True,1.906
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,1.898
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,30,1.0,False,1.898
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,15,0.75,True,1.897
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,1.5,False,1.894
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,1.876
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,1.869
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,0.75,False,1.86
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,15,0.75,False,1.856
"('META',)",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,1.855
"('META',)",/vader_pred_returns_rfr_test.csv,120,30,1.0,False,1.855
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,1.854
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,1.851
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,0.75,False,1.85
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,15,0.75,True,1.848
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,1.829
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,1.0,True,1.82
"('META',)",/flair_pred_returns_rfr_test.csv,120,45,0.75,False,1.816
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,0.75,True,1.812
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,1.798
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,1.792
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.792
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,15,0.75,False,1.779
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,30,0.75,True,1.764
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.754
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,0.75,True,1.754
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.749
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,1.749
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,1.0,False,1.748
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,1.0,False,1.748
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,0.75,False,1.748
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.748
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,1.739
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,0.75,True,1.727
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,0.75,False,1.726
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.725
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,1.0,True,1.725
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,1.725
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,0.75,True,1.725
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,1.708
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,0.75,True,1.695
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.689
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,0.75,False,1.68
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,1.679
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,1.677
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,1.675
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,0.75,True,1.674
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,15,0.75,False,1.662
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,0.75,False,1.652
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,0.75,False,1.648
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,15,0.75,True,1.63
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,1.614
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,1.602
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,1.602
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,1.602
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,1.602
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,0.75,True,1.602
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,1.5,False,1.591
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,1.59
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,1.59
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,1.59
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,1.59
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,1.567
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,45,2.0,False,1.558
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,30,2.0,False,1.558
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,15,2.0,False,1.558
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,1.556
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,1.556
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,1.556
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,1.556
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.554
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,45,2.0,True,1.542
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,30,2.0,True,1.542
"('TSLA',)",/vader_pred_returns_rfr_test.csv,120,15,2.0,True,1.542
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.524
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,1.51
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,1.491
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,0.75,False,1.491
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,1.491
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,1.491
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,1.491
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,0.75,False,1.481
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,1.479
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,1.5,False,1.479
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,1.479
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,1.476
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,1.476
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,1.476
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,1.476
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,0.75,True,1.475
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,1.443
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,1.5,True,1.443
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,1.436
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,1.436
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,1.436
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,1.436
"('META',)",/vader_pred_returns_rfr_test.csv,120,30,0.75,True,1.433
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,1.433
"('META',)",/vader_pred_returns_rfr_test.csv,120,15,1.0,True,1.433
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,1.405
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,1.0,False,1.402
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,1.4
"('META',)",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.396
"('META',)",/vader_pred_returns_rfr_test.csv,120,30,0.75,False,1.389
"('META',)",/vader_pred_returns_rfr_test.csv,120,15,1.0,False,1.389
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,1.379
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.367
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,1.367
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,1.363
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,1.362
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,1.0,False,1.355
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,1.351
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.347
"('META',)",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.346
"('META',)",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.346
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,1.342
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.334
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,1.325
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,15,1.5,False,1.32
"('META',)",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,1.297
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,1.296
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,1.0,False,1.291
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.287
"('META',)",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.283
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,15,1.0,False,1.282
"('META',)",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,1.243
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,1.5,False,1.236
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,1.0,False,1.21
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,0.75,True,1.208
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,1.207
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.207
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,1.207
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,1.0,True,1.199
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,1.197
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,1.183
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,2.0,False,1.165
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,2.0,False,1.165
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,1.5,False,1.165
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,2.0,False,1.165
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,1.5,False,1.157
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,1.154
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,1.154
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,1.154
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,1.134
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,1.134
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,1.134
"('TSLA',)",/flair_pred_returns_rfr_test.csv,120,15,2.0,True,1.134
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,1.13
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,1.111
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,1.111
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,1.111
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,1.108
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.108
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,1.101
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,1.101
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,15,2.0,True,1.101
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,1.101
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,15,0.75,False,1.101
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,15,2.0,False,1.078
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,2.0,False,1.078
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,30,2.0,False,1.078
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,120,45,1.5,False,1.078
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,0.75,False,1.055
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,120,15,0.75,True,1.053
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,30,1.5,True,1.044
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,15,2.0,True,1.044
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,1.044
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,2.0,True,1.044
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,30,2.0,True,1.044
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,1.5,True,1.044
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,0.75,False,1.044
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,30,2.0,False,1.042
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,30,1.5,False,1.042
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,15,2.0,False,1.042
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,2.0,False,1.042
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,1.5,False,1.042
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,1.028
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,1.023
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,1.018
"('META',)",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,1.018
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,1.018
"('META',)",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,1.018
"('META',)",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,1.018
"('META',)",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,1.018
"('META',)",/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,1.018
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,0.75,True,1.013
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,0.75,True,1.013
"('META',)",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,1.001
"('META',)",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,1.001
"('META',)",/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,1.001
"('META',)",/finbert_pred_returns_rfr_test.csv,120,30,1.5,True,1.001
"('META',)",/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,1.001
"('META',)",/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,1.001
"('META',)",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,1.001
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,1.5,False,0.987
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,2.0,False,0.987
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,2.0,False,0.987
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,2.0,False,0.987
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,0.75,False,0.984
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,0.98
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,0.98
"('META',)",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,0.967
"('META',)",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,0.967
"('META',)",/flair_pred_returns_rfr_test.csv,120,15,2.0,True,0.967
"('META',)",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,0.967
"('META',)",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,0.967
"('META',)",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,0.967
"('META',)",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,0.967
"('META',)",/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,0.966
"('META',)",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,0.966
"('META',)",/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,0.966
"('META',)",/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,0.966
"('META',)",/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,0.966
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,0.966
"('META',)",/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,0.966
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,0.75,True,0.965
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,0.964
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,0.75,True,0.96
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,0.957
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,0.957
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,0.957
