Date,Title,Text,Processed Title,Processed Text,Sentiment Title,Sentiment Text,Positive Title,Positive Text
2022-04-26,Top 5 Things to Watch in Markets in the Week Ahead,"By Geoffrey Smith 
Investing.com -- The war in Ukraine showed increasing signs of spilling over into neighboring states, as Russian-backed separatists in the Transnistria region of...",top 5 things to watch in markets in the week ahead,"by geoffrey smith  investingcom  the war in ukraine showed increasing signs of spilling over into neighboring states as russianbacked separatists in the transnistria region of","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.5994}",True,False
2022-04-22,Top 5 Things to Watch in Markets in the Week Ahead,"By Geoffrey Smith 
Investing.com -- Russia added the conquest of southern Ukraine to the core objectives of its campaign, signaling a more ambitious military campaign in the coming...",top 5 things to watch in markets in the week ahead,"by geoffrey smith  investingcom  russia added the conquest of southern ukraine to the core objectives of its campaign signaling a more ambitious military campaign in the coming","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.5256}",True,True
2022-04-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Geoffrey Smith 
Investing.com -- The last defenders of the besieged Ukrainian city of Mariupol reportedly surrendered on Wednesday, as Russian troops massed for a new attack on...",top 5 things to watch in markets in the week ahead,"by geoffrey smith  investingcom  the last defenders of the besieged ukrainian city of mariupol reportedly surrendered on wednesday as russian troops massed for a new attack on","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.109, 'neu': 0.845, 'pos': 0.046, 'compound': -0.4215}",True,False
2022-03-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Marc Frank
HAVANA (Reuters) - Cuba's communist government is seeking to rally support for a new family code that would open the door to gay marriage and boost women's rights,...",top 5 things to watch in markets in the week ahead,"by marc frank havana reuters  cubas communist government is seeking to rally support for a new family code that would open the door to gay marriage and boost womens rights","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6597}",True,True
2022-03-14,Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Nurse and Liz Moyer
Investing.com -- U.S. stocks gave up gains and turned negative on Monday on worries over the Russia-Ukraine conflict and uncertainty ahead of the...",top 5 things to watch in markets in the week ahead,"by peter nurse and liz moyer investingcom  us stocks gave up gains and turned negative on monday on worries over the russiaukraine conflict and uncertainty ahead of the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.306, 'neu': 0.628, 'pos': 0.066, 'compound': -0.8316}",True,False
2022-01-16,Top 5 Things to Watch in Markets in the Week Ahead,"By Jahnavi Nidumolu, Renju Jose and Chang-Ran Kim
(Reuters) -An underwater volcano off Tonga erupted on Saturday, triggering tsunami warnings and evacuation orders in Japan and...",top 5 things to watch in markets in the week ahead,"by jahnavi nidumolu renju jose and changran kim reuters an underwater volcano off tonga erupted on saturday triggering tsunami warnings and evacuation orders in japan and","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}",True,False
2021-11-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Erwin Seba
HOUSTON (Reuters) -A stampede of fans surging toward the stage during rap star Travis Scott's Astroworld music festival in Houston killed at least eight people and...",top 5 things to watch in markets in the week ahead,"by erwin seba houston reuters a stampede of fans surging toward the stage during rap star travis scotts astroworld music festival in houston killed at least eight people and","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.206, 'neu': 0.704, 'pos': 0.09, 'compound': -0.6249}",True,False
2021-10-24,Top 5 Things to Watch in Markets in the Week Ahead,"By Oliver Griffin, Nelson Bocanegra and Luis Jaime Acosta
BOGOTA (Reuters) -Colombia's armed forces have captured Dairo Antonio Usuga, known as Otoniel, in the biggest blow to drug...",top 5 things to watch in markets in the week ahead,"by oliver griffin nelson bocanegra and luis jaime acosta bogota reuters colombias armed forces have captured dairo antonio usuga known as otoniel in the biggest blow to drug","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2021-07-25,Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Martina, Yew Lun Tian and David Brunnstrom
WASHINGTON/BEIJING (Reuters) -U.S. Deputy Secretary of State Wendy Sherman will tell China in upcoming talks that while...",top 5 things to watch in markets in the week ahead,"by michael martina yew lun tian and david brunnstrom washingtonbeijing reuters us deputy secretary of state wendy sherman will tell china in upcoming talks that while","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2021-01-06,Top 5 Things to Watch in Markets in the Week Ahead,"By Ghaida Ghantous
DUBAI (Reuters) - Saudi Arabia will move faster than its allies to reconcile with Qatar, sources familiar with the matter said, aiming to impress the incoming...",top 5 things to watch in markets in the week ahead,"by ghaida ghantous dubai reuters  saudi arabia will move faster than its allies to reconcile with qatar sources familiar with the matter said aiming to impress the incoming","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.4588}",True,True
2021-01-06,Top 5 Things to Watch in Markets in the Week Ahead,"By Agustinus Beo Da Costa and Stanley Widianto
JAKARTA (Reuters) - Indonesia's highest Muslim clerical council hopes to issue a ruling on whether a COVID-19 vaccine is halal, or...",top 5 things to watch in markets in the week ahead,"by agustinus beo da costa and stanley widianto jakarta reuters  indonesias highest muslim clerical council hopes to issue a ruling on whether a covid19 vaccine is halal or","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",True,True
2020-12-22,Top 5 Things to Watch in Markets in the Week Ahead,"By Marco Aquino
LIMA (Reuters) - Workers from agricultural export companies in Peru renewed protests on Monday after Congress failed to reach an agreement to reform the sector and...",top 5 things to watch in markets in the week ahead,"by marco aquino lima reuters  workers from agricultural export companies in peru renewed protests on monday after congress failed to reach an agreement to reform the sector and","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.155, 'neu': 0.716, 'pos': 0.128, 'compound': -0.2263}",True,False
2020-12-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Ben Blanchard
TAIPEI (Reuters) - Taiwan's navy and air force were deployed on Sunday as a Chinese aircraft carrier group led by the country's newest carrier, the Shandong,...",top 5 things to watch in markets in the week ahead,"by ben blanchard taipei reuters  taiwans navy and air force were deployed on sunday as a chinese aircraft carrier group led by the countrys newest carrier the shandong","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2020-12-20,Dow Futures Move Higher As Investors Brace for Earnings,"By Maikel Jefriando
JAKARTA (Reuters) - Indonesian President Joko Widodo inaugurated the Patimban sea port in West Java on Sunday, saying the new gateway would have a ""strategic""...",dow futures move higher as investors brace for earnings,"by maikel jefriando jakarta reuters  indonesian president joko widodo inaugurated the patimban sea port in west java on sunday saying the new gateway would have a strategic","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
2020-12-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Mayank Bhardwaj and Nupur Anand
MUMBAI/NEW DELHI (Reuters) -Tens of thousands of Indian farmers on Sunday intensified their protests against three new agricultural laws aimed at...",top 5 things to watch in markets in the week ahead,"by mayank bhardwaj and nupur anand mumbainew delhi reuters tens of thousands of indian farmers on sunday intensified their protests against three new agricultural laws aimed at","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.2263}",True,False
2020-11-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Laura Gottesdiener
MONTERREY, Mexico (Reuters) - The shiny silver balloons appeared in the squalid refugee camp in Mexican border city of Matamoros on Friday afternoon, as...",top 5 things to watch in markets in the week ahead,"by laura gottesdiener monterrey mexico reuters  the shiny silver balloons appeared in the squalid refugee camp in mexican border city of matamoros on friday afternoon as","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2020-11-01,Top 5 Things to Watch in Markets in the Week Ahead,"By Jorge Nieto
TIJUANA, Mexico (Reuters) - Protesters in Mexico burned effigies of Donald Trump and a border patrol agent on the U.S. border on Saturday, condemning President...",top 5 things to watch in markets in the week ahead,"by jorge nieto tijuana mexico reuters  protesters in mexico burned effigies of donald trump and a border patrol agent on the us border on saturday condemning president","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.2263}",True,False
2020-10-22,Top 5 Things to Watch in Markets in the Week Ahead,"By Tony Munroe
BEIJING (Reuters) - As Donald Trump has pulled the United States inward under his ""America First"" presidency, China has had only halting success at capitalising on a...",top 5 things to watch in markets in the week ahead,"by tony munroe beijing reuters  as donald trump has pulled the united states inward under his america first presidency china has had only halting success at capitalising on a","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7579}",True,True
2020-10-08,Top 5 Things to Watch in Markets in the Week Ahead,"By Daniel Ramos
LA PAZ (Reuters) - Bolivian voters, hit hard by political turmoil and the coronavirus pandemic, are looking for some economic certainty ahead of elections on Oct....",top 5 things to watch in markets in the week ahead,"by daniel ramos la paz reuters  bolivian voters hit hard by political turmoil and the coronavirus pandemic are looking for some economic certainty ahead of elections on oct","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.126, 'neu': 0.809, 'pos': 0.065, 'compound': -0.2263}",True,False
2020-08-21,Top 5 Things to Watch in Markets in the Week Ahead,"By Liz Hampton
(Reuters) - A pair of tropical cyclones forecast to become hurricanes early next week are headed for the U.S. Gulf Coast and will spin over the Gulf's warm waters...",top 5 things to watch in markets in the week ahead,"by liz hampton reuters  a pair of tropical cyclones forecast to become hurricanes early next week are headed for the us gulf coast and will spin over the gulfs warm waters","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2263}",True,True
2020-08-21,Top 5 Things to Watch in Markets in the Week Ahead,"By Colin Packham
SYDNEY (Reuters) - Soaring demand for Vanuatu's controversial passport scheme has kept the South Pacific island nation's budget in surplus despite the COVID-19...",top 5 things to watch in markets in the week ahead,"by colin packham sydney reuters  soaring demand for vanuatus controversial passport scheme has kept the south pacific island nations budget in surplus despite the covid19","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.3182}",True,False
2020-08-15,Top 5 Things to Watch in Markets in the Week Ahead,"By Ben Blanchard
TAIPEI (Reuters) - Taiwan's main opposition party the Kuomintang (KMT), which traditionally favours close ties with China, was routed in a key mayoral by-election...",top 5 things to watch in markets in the week ahead,"by ben blanchard taipei reuters  taiwans main opposition party the kuomintang kmt which traditionally favours close ties with china was routed in a key mayoral byelection","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.6705}",True,True
2020-07-04,Top 5 Things to Watch in Markets in the Week Ahead,"By Matthew Tostevin
(Reuters) - Two U.S. aircraft carriers were conducting exercises in the disputed South China Sea on Saturday, the U.S. navy said, as China also carried out...",top 5 things to watch in markets in the week ahead,"by matthew tostevin reuters  two us aircraft carriers were conducting exercises in the disputed south china sea on saturday the us navy said as china also carried out","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.34}",True,False
2020-07-02,Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee
Investing.com – Hong Kong markets marked a good start to the third quarter of the year, the city’s first working day under the new national security laws.
The National...",top 5 things to watch in markets in the week ahead,"by gina lee investingcom  hong kong markets marked a good start to the third quarter of the year the citys first working day under the new national security laws the national","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.6486}",True,True
2020-06-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee
Investing.com – The National People’s Congress Standing Committee passed new national security laws for Hong Kong on Tuesday as it wrapped up a three-day meeting.
The...",top 5 things to watch in markets in the week ahead,"by gina lee investingcom  the national peoples congress standing committee passed new national security laws for hong kong on tuesday as it wrapped up a threeday meeting the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.34}",True,True
2020-06-18,Top 5 Things to Watch in Markets in the Week Ahead,"By Tim Cocks
JOHANNESBURG (Reuters) - Seven suspects accused of taking 2.3 billion rand ($132.43 million) from VBS Mutual bank in 2018 said they would plead not guilty to 47 counts...",top 5 things to watch in markets in the week ahead,"by tim cocks johannesburg reuters  seven suspects accused of taking 23 billion rand 13243 million from vbs mutual bank in 2018 said they would plead not guilty to 47 counts","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.124, 'neu': 0.702, 'pos': 0.174, 'compound': 0.4276}",True,True
2020-06-17,Top 5 Things to Watch in Markets in the Week Ahead,"By Sarah Mills
LONDON (Reuters) - After the cancellation of hundreds of Pride parades due to the COVID-19 pandemic, national Pride networks have set up a new digital Global Pride...",top 5 things to watch in markets in the week ahead,"by sarah mills london reuters  after the cancellation of hundreds of pride parades due to the covid19 pandemic national pride networks have set up a new digital global pride","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.7351}",True,True
2020-06-14,Top 5 Things to Watch in Markets in the Week Ahead,"By Cynthia Kim
SEOUL (Reuters) - The U.S. embassy in Seoul draped a huge Black Lives Matter banner on its mission building and tweeted a picture of it in support of an anti-racism...",top 5 things to watch in markets in the week ahead,"by cynthia kim seoul reuters  the us embassy in seoul draped a huge black lives matter banner on its mission building and tweeted a picture of it in support of an antiracism","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6249}",True,True
2020-06-11,Top 5 Things to Watch in Markets in the Week Ahead,"By Elias Biryabarema
KAMPALA (Reuters) - Uganda plans to draw on more external financing to shore up its 2020/21 budget, its finance minister said in a budget speech on Thursday as...",top 5 things to watch in markets in the week ahead,"by elias biryabarema kampala reuters  uganda plans to draw on more external financing to shore up its 202021 budget its finance minister said in a budget speech on thursday as","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2020-06-04,Top 5 Things to Watch in Markets in the Week Ahead,"By Stella Qiu and Se Young Lee
BEIJING (Reuters) - China said it will ease coronavirus restrictions to allow more foreign carriers to fly to the mainland, shortly after Washington...",top 5 things to watch in markets in the week ahead,"by stella qiu and se young lee beijing reuters  china said it will ease coronavirus restrictions to allow more foreign carriers to fly to the mainland shortly after washington","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.5267}",True,True
2020-05-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Jessie Pang and Greg Torode
HONG KONG (Reuters) - Senior Hong Kong government officials lashed out on Saturday at moves by U.S. President Donald Trump to strip the city of its...",top 5 things to watch in markets in the week ahead,"by jessie pang and greg torode hong kong reuters  senior hong kong government officials lashed out on saturday at moves by us president donald trump to strip the city of its","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2020-05-25,Top 5 Things to Watch in Markets in the Week Ahead,"By Matt Spetalnick and Steve Holland
WASHINGTON (Reuters) - Long divided between those pushing for a hardline stance and others advocating cautious engagement, President Donald...",top 5 things to watch in markets in the week ahead,"by matt spetalnick and steve holland washington reuters  long divided between those pushing for a hardline stance and others advocating cautious engagement president donald","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.055, 'neu': 0.827, 'pos': 0.118, 'compound': 0.3818}",True,True
2020-05-24,Top 5 Things to Watch in Markets in the Week Ahead,"By Melanie Burton
MELBOURNE (Reuters) - Australia's prime minister stressed the need to create jobs as a way to minimise government welfare spending, while the country's...",top 5 things to watch in markets in the week ahead,"by melanie burton melbourne reuters  australias prime minister stressed the need to create jobs as a way to minimise government welfare spending while the countrys","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.091, 'neu': 0.83, 'pos': 0.079, 'compound': -0.0772}",True,False
2020-05-22,Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee
Investing.com – China said on Friday that it will not set a numerical target for economic growth in 2020, deviating from years of precedence, due to the impact of the...",top 5 things to watch in markets in the week ahead,"by gina lee investingcom  china said on friday that it will not set a numerical target for economic growth in 2020 deviating from years of precedence due to the impact of the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.3818}",True,True
2020-05-14,Top 5 Things to Watch in Markets in the Week Ahead,"By Alasdair Pal and Sumit Khanna
NEW DELHI/AHMEDABAD (Reuters) - The U.N. labour agency urged Indian states thinking of relaxing workers' rights to help industry survive the...",top 5 things to watch in markets in the week ahead,"by alasdair pal and sumit khanna new delhiahmedabad reuters  the un labour agency urged indian states thinking of relaxing workers rights to help industry survive the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.7096}",True,True
2020-05-08,Top 5 Things to Watch in Markets in the Week Ahead,"By Rami Ayyub and Ali Sawafta
JERUSALEM/RAMALLAH, West Bank (Reuters) - Palestinian leaders on Friday vowed to defy a new Israeli military order which they fear could lead to the...",top 5 things to watch in markets in the week ahead,"by rami ayyub and ali sawafta jerusalemramallah west bank reuters  palestinian leaders on friday vowed to defy a new israeli military order which they fear could lead to the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.4939}",True,False
2020-04-03,Top 5 Things to Watch in Markets in the Week Ahead,"By Sharon Bernstein
(Reuters) - The granddaughter of the late Robert F. Kennedy and her young son were missing on Friday after drifting out into the Chesapeake Bay on a canoe,...",top 5 things to watch in markets in the week ahead,"by sharon bernstein reuters  the granddaughter of the late robert f kennedy and her young son were missing on friday after drifting out into the chesapeake bay on a canoe","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.296}",True,False
2020-04-02,Top 5 Things to Watch in Markets in the Week Ahead,"By Phil Stewart and Susan Heavey
WASHINGTON (Reuters) - U.S. President Donald Trump said on Wednesday that Iran or its proxies planned a sneak attack on U.S. targets in Iraq, and...",top 5 things to watch in markets in the week ahead,"by phil stewart and susan heavey washington reuters  us president donald trump said on wednesday that iran or its proxies planned a sneak attack on us targets in iraq and","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4767}",True,False
2020-03-29,Top 5 Things to Watch in Markets in the Week Ahead,"By Josh Smith
SEOUL (Reuters) - North Korea fired what appeared to be two short-range ballistic missiles into the ocean off its east coast on Sunday, the latest in an unprecedented...",top 5 things to watch in markets in the week ahead,"by josh smith seoul reuters  north korea fired what appeared to be two shortrange ballistic missiles into the ocean off its east coast on sunday the latest in an unprecedented","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.5574}",True,False
2020-03-19,Top 5 Things to Watch in Markets in the Week Ahead,"By Rocky Swift
TOKYO (Reuters) - The Japanese doctor who created a media firestorm with videos criticizing the quarantine of a coronavirus-stricken cruise ship said he now believes...",top 5 things to watch in markets in the week ahead,"by rocky swift tokyo reuters  the japanese doctor who created a media firestorm with videos criticizing the quarantine of a coronavirusstricken cruise ship said he now believes","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.088, 'neu': 0.777, 'pos': 0.134, 'compound': 0.0772}",True,True
2020-03-19,Dow Futures Move Higher As Investors Brace for Earnings,"By Karen Freifeld
(Reuters) - Former movie producer Harvey Weinstein on Wednesday was transferred to a maximum security prison in upstate New York to serve a 23-year sentence for...",dow futures move higher as investors brace for earnings,"by karen freifeld reuters  former movie producer harvey weinstein on wednesday was transferred to a maximum security prison in upstate new york to serve a 23year sentence for","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.11, 'neu': 0.767, 'pos': 0.123, 'compound': -0.1531}",False,False
