Date,Title,Text,Processed Title,Processed Text,Sentiment Title,Sentiment Text,Positive Title,Positive Text
2022-07-11,Top 5 Things to Watch in Markets in the Week Ahead,"By Ahmed Aboulenein and Richard Cowan
WASHINGTON (Reuters) - Democrats in the U.S. Senate are advancing a deal that would allow the government's Medicare health plan for older and...",top 5 things to watch in markets in the week ahead,"by ahmed aboulenein and richard cowan washington reuters  democrats in the us senate are advancing a deal that would allow the governments medicare health plan for older and","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2263}",True,True
2022-06-21,Top 5 Things to Watch in Markets in the Week Ahead,"By Tim Reid
LOS ANGELES (Reuters) - A Republican-controlled county commission in New Mexico that refused to recognize election returns this month after citing unfounded conspiracy...",top 5 things to watch in markets in the week ahead,"by tim reid los angeles reuters  a republicancontrolled county commission in new mexico that refused to recognize election returns this month after citing unfounded conspiracy","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.6808}",True,False
2022-06-17,Top 5 Things to Watch in Markets in the Week Ahead,"By Alexandra Ulmer
(Reuters) -New Mexico's Supreme Court on Wednesday ordered Otero County's Republican-led commission to certify June's primary election results, which it has...",top 5 things to watch in markets in the week ahead,"by alexandra ulmer reuters new mexicos supreme court on wednesday ordered otero countys republicanled commission to certify junes primary election results which it has","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.5574}",True,True
2022-06-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Daniel Trotta
(Reuters) - A U.S. judge on Monday blocked a Louisiana Republican redistricting map that created only one majority-Black congressional district in the state,...",top 5 things to watch in markets in the week ahead,"by daniel trotta reuters  a us judge on monday blocked a louisiana republican redistricting map that created only one majorityblack congressional district in the state","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.084, 'neu': 0.837, 'pos': 0.08, 'compound': -0.0258}",True,False
2022-06-07,Dow Futures Move Higher As Investors Brace for Earnings,"By Yasin Ebrahim
Investing.com -- The pound was unchanged Monday after U.K. Prime Minister survived a vote of confidence in his leadership of the Conservative Party by 211 to...",dow futures move higher as investors brace for earnings,"by yasin ebrahim investingcom  the pound was unchanged monday after uk prime minister survived a vote of confidence in his leadership of the conservative party by 211 to","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.8519}",False,True
2022-06-06,Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Geoffrey Smith 
Investing.com -- U.K. Prime Minister Boris Johnson is to face a no-confidence vote from his party's Members of Parliament, a senior Conservative lawmaker...",oil rises as opec members voice support for supply cut,"by geoffrey smith  investingcom  uk prime minister boris johnson is to face a noconfidence vote from his partys members of parliament a senior conservative lawmaker","{'neg': 0.164, 'neu': 0.625, 'pos': 0.211, 'compound': 0.1531}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2022-05-31,Top 5 Things to Watch in Markets in the Week Ahead,"By Andy Sullivan
(Reuters) - An election official in Wisconsin has resigned, saying he lost the backing of fellow Republicans because of his refusal to support former President...",top 5 things to watch in markets in the week ahead,"by andy sullivan reuters  an election official in wisconsin has resigned saying he lost the backing of fellow republicans because of his refusal to support former president","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.138, 'neu': 0.74, 'pos': 0.122, 'compound': -0.128}",True,False
2022-05-16,Top 5 Things to Watch in Markets in the Week Ahead,"By David Morgan
WASHINGTON (Reuters) -The top Democrat and Republican in the U.S. Senate joined forces in a rare moment of unity on Thursday in an attempt to pass $40 billion in...",top 5 things to watch in markets in the week ahead,"by david morgan washington reuters the top democrat and republican in the us senate joined forces in a rare moment of unity on thursday in an attempt to pass 40 billion in","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.2023}",True,True
2022-04-12,Top 5 Things to Watch in Markets in the Week Ahead,"By Geoffrey Smith
Investing.com -- The European Union officially confirmed its latest round of sanctions on Russia on Friday, taking its first tentative steps to ban Russian energy...",top 5 things to watch in markets in the week ahead,"by geoffrey smith investingcom  the european union officially confirmed its latest round of sanctions on russia on friday taking its first tentative steps to ban russian energy","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.117, 'neu': 0.814, 'pos': 0.068, 'compound': -0.3612}",True,False
2022-04-05,Top 5 Things to Watch in Markets in the Week Ahead,"By Nandita Bose
WASHINGTON (Reuters) - U.S. Vice President Kamala Harris's deputy chief of staff Michael Fuchs is leaving the administration, the latest top aide from her office to...",top 5 things to watch in markets in the week ahead,"by nandita bose washington reuters  us vice president kamala harriss deputy chief of staff michael fuchs is leaving the administration the latest top aide from her office to","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2023}",True,True
2022-03-26,Top 5 Things to Watch in Markets in the Week Ahead,"By Joseph Ax
(Reuters) - A Maryland judge on Friday threw out the state's new Democratic-backed congressional map, ruling the district lines overwhelmingly favored the party in...",top 5 things to watch in markets in the week ahead,"by joseph ax reuters  a maryland judge on friday threw out the states new democraticbacked congressional map ruling the district lines overwhelmingly favored the party in","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.052, 'neu': 0.759, 'pos': 0.19, 'compound': 0.6124}",True,True
2022-03-23,Top 5 Things to Watch in Markets in the Week Ahead,"By Nate Raymond
(Reuters) - U.S. Supreme Court nominee Ketanji Brown Jackson on Wednesday said that if confirmed to the lifetime job she would recuse herself from a major upcoming...",top 5 things to watch in markets in the week ahead,"by nate raymond reuters  us supreme court nominee ketanji brown jackson on wednesday said that if confirmed to the lifetime job she would recuse herself from a major upcoming","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.5574}",True,True
2022-03-22,Top 5 Things to Watch in Markets in the Week Ahead,"By Nandita Bose
WASHINGTON (Reuters) - U.S. Vice President Kamala Harris's National Security Adviser Nancy McEldowney is stepping down from her role and will be succeeded by her...",top 5 things to watch in markets in the week ahead,"by nandita bose washington reuters  us vice president kamala harriss national security adviser nancy mceldowney is stepping down from her role and will be succeeded by her","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6369}",True,True
2022-03-17,Top 5 Things to Watch in Markets in the Week Ahead,"By Joseph Ax
(Reuters) -Republican lawmakers in Georgia on Tuesday advanced a bill expanding law enforcement's power to investigate election fraud, adding to the push by U.S....",top 5 things to watch in markets in the week ahead,"by joseph ax reuters republican lawmakers in georgia on tuesday advanced a bill expanding law enforcements power to investigate election fraud adding to the push by us","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.128, 'neu': 0.805, 'pos': 0.067, 'compound': -0.4215}",True,False
2022-03-02,Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson
WASHINGTON (Reuters) -U.S. Transportation Secretary Pete Buttigieg will tell a U.S Senate committee on Wednesday that the Biden administration recognizes the...",top 5 things to watch in markets in the week ahead,"by david shepardson washington reuters us transportation secretary pete buttigieg will tell a us senate committee on wednesday that the biden administration recognizes the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2022-02-25,Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com -- U.S. President Joe Biden said the U.S. would unleash the first tranche of sanctions on Russia and individuals after President Vladimir Putin moved...",top 5 things to watch in markets in the week ahead,"by yasin ebrahim investingcom  us president joe biden said the us would unleash the first tranche of sanctions on russia and individuals after president vladimir putin moved","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2022-02-21,Top 5 Things to Watch in Markets in the Week Ahead,"By Julia Harte
(Reuters) - From voter ID requirements to laws giving partisan entities such as state legislatures more control over election management, U.S. states enacted more...",top 5 things to watch in markets in the week ahead,"by julia harte reuters  from voter id requirements to laws giving partisan entities such as state legislatures more control over election management us states enacted more","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.34}",True,True
2022-02-08,Top 5 Things to Watch in Markets in the Week Ahead,"By Nathan Layne
(Reuters) -Republican state lawmakers in Georgia are pushing legislation to redraw electoral maps in three counties in a move that would effectively override local...",top 5 things to watch in markets in the week ahead,"by nathan layne reuters republican state lawmakers in georgia are pushing legislation to redraw electoral maps in three counties in a move that would effectively override local","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",True,True
2022-02-01,Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson and Diane Bartz
WASHINGTON (Reuters) - The U.S. Senate Commerce Committee said Tuesday it will not move forward with votes on nominees for the Federal Trade...",top 5 things to watch in markets in the week ahead,"by david shepardson and diane bartz washington reuters  the us senate commerce committee said tuesday it will not move forward with votes on nominees for the federal trade","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2022-01-12,Top 5 Things to Watch in Markets in the Week Ahead,"By Jeff Mason and Kanishka Singh
WASHINGTON (Reuters) - President Joe Biden on Tuesday expressed confidence the United States was on the right track in the fight against the...",top 5 things to watch in markets in the week ahead,"by jeff mason and kanishka singh washington reuters  president joe biden on tuesday expressed confidence the united states was on the right track in the fight against the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.077, 'neu': 0.742, 'pos': 0.181, 'compound': 0.5423}",True,True
2021-12-10,Top 5 Things to Watch in Markets in the Week Ahead,"By Dan Whitcomb and Jahnavi Nidumolu
(Reuters) -The North Carolina Supreme Court on Wednesday ordered primary elections in the state delayed from March until May of 2022, citing...",top 5 things to watch in markets in the week ahead,"by dan whitcomb and jahnavi nidumolu reuters the north carolina supreme court on wednesday ordered primary elections in the state delayed from march until may of 2022 citing","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.06, 'neu': 0.825, 'pos': 0.114, 'compound': 0.4019}",True,True
2021-12-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Tom Balmforth and Trevor Hunnicutt
MOSCOW/WASHINGTON (Reuters) - Presidents Joe Biden and Vladimir Putin have a chasm of mutual distrust to bridge when they hold a virtual...",top 5 things to watch in markets in the week ahead,"by tom balmforth and trevor hunnicutt moscowwashington reuters  presidents joe biden and vladimir putin have a chasm of mutual distrust to bridge when they hold a virtual","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.4215}",True,False
2021-12-04,Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Eisler and Jason Szep
(Reuters) - The story had a bombshell headline: “Thousands of fake votes” had been discovered in Madison, Wisconsin, two weeks after Democrat Joe...",top 5 things to watch in markets in the week ahead,"by peter eisler and jason szep reuters  the story had a bombshell headline thousands of fake votes had been discovered in madison wisconsin two weeks after democrat joe","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.4767}",True,False
2021-11-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Patricia Zengerle and Richard Cowan
WASHINGTON (Reuters) -The U.S. Senate blocked the National Defense Authorization Act on Monday amid objections from Republicans and some...",top 5 things to watch in markets in the week ahead,"by patricia zengerle and richard cowan washington reuters the us senate blocked the national defense authorization act on monday amid objections from republicans and some","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.079, 'neu': 0.865, 'pos': 0.056, 'compound': -0.1531}",True,False
2021-11-11,Top 5 Things to Watch in Markets in the Week Ahead,"By Kanishka Singh
(Reuters) - A federal grand jury indicted three men for operating two fraudulent political action committees during the 2016 U.S. election cycle and collecting...",top 5 things to watch in markets in the week ahead,"by kanishka singh reuters  a federal grand jury indicted three men for operating two fraudulent political action committees during the 2016 us election cycle and collecting","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.11, 'neu': 0.788, 'pos': 0.103, 'compound': -0.0516}",True,False
2021-11-08,Top 5 Things to Watch in Markets in the Week Ahead,"By Trevor Hunnicutt, Jarrett Renshaw and Richard Cowan
WASHINGTON (Reuters) - The political rebuke voters delivered to Democrats in Virginia has not given the White House second...",top 5 things to watch in markets in the week ahead,"by trevor hunnicutt jarrett renshaw and richard cowan washington reuters  the political rebuke voters delivered to democrats in virginia has not given the white house second","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2021-10-26,Top 5 Things to Watch in Markets in the Week Ahead,"By David Morgan and Jarrett Renshaw
WASHINGTON (Reuters) -Democrats are closing in on a deal on President Joe Biden's social and climate-change agenda by narrowing their...",top 5 things to watch in markets in the week ahead,"by david morgan and jarrett renshaw washington reuters democrats are closing in on a deal on president joe bidens social and climatechange agenda by narrowing their","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2021-10-25,Dow Futures Move Higher As Investors Brace for Earnings,"By Susan Cornwell
WASHINGTON (Reuters) - U.S. President Joe Biden has sounded increasingly open over the past month to changing the Senate's filibuster tradition to bypass a...",dow futures move higher as investors brace for earnings,"by susan cornwell washington reuters  us president joe biden has sounded increasingly open over the past month to changing the senates filibuster tradition to bypass a","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
2021-10-25,Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Steve Holland
WASHINGTON (Reuters) - Neera Tanden, whose bid to be White House budget chief was derailed by opposition from Republicans after her sharp critiques of them on...",oil rises as opec members voice support for supply cut,"by steve holland washington reuters  neera tanden whose bid to be white house budget chief was derailed by opposition from republicans after her sharp critiques of them on","{'neg': 0.164, 'neu': 0.625, 'pos': 0.211, 'compound': 0.1531}","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.34}",True,False
2021-10-11,Top 5 Things to Watch in Markets in the Week Ahead,"By Susan Cornwell, Richard Cowan and Jarrett Renshaw
WASHINGTON (Reuters) -President Joe Biden said on Monday the federal government could breach its $28.4 trillion debt limit in a...",top 5 things to watch in markets in the week ahead,"by susan cornwell richard cowan and jarrett renshaw washington reuters president joe biden said on monday the federal government could breach its 284 trillion debt limit in a","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.3612}",True,False
2021-09-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Daniel Trotta
(Reuters) - A North Carolina court on Friday struck down a voter photo identification law passed by Republicans in 2018, finding it intentionally discriminated...",top 5 things to watch in markets in the week ahead,"by daniel trotta reuters  a north carolina court on friday struck down a voter photo identification law passed by republicans in 2018 finding it intentionally discriminated","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.25}",True,False
2021-09-16,Top 5 Things to Watch in Markets in the Week Ahead,"By Sarah Morland
(Reuters) - The governor of Iowa has said she will appeal a temporary order by a federal judge that aims to allow schools to enforce use of face masks to prevent...",top 5 things to watch in markets in the week ahead,"by sarah morland reuters  the governor of iowa has said she will appeal a temporary order by a federal judge that aims to allow schools to enforce use of face masks to prevent","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.25}",True,True
2021-09-10,Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Hosenball
WASHINGTON (Reuters) - A lawyer for a man linked by prosecutors to the anti-government Oath Keepers group on Wednesday asked a judge to consider moving his...",top 5 things to watch in markets in the week ahead,"by mark hosenball washington reuters  a lawyer for a man linked by prosecutors to the antigovernment oath keepers group on wednesday asked a judge to consider moving his","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2021-09-05,Top 5 Things to Watch in Markets in the Week Ahead,"By Nathan Layne
(Reuters) - More than 9 months after Pennyslvania certified the 2020 election, Republican lawmakers in the state are launching a partisan probe into the vote by...",top 5 things to watch in markets in the week ahead,"by nathan layne reuters  more than 9 months after pennyslvania certified the 2020 election republican lawmakers in the state are launching a partisan probe into the vote by","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
2021-09-01,Top 5 Things to Watch in Markets in the Week Ahead,"By Timothy Gardner
(Reuters) - The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation...",top 5 things to watch in markets in the week ahead,"by timothy gardner reuters  the illinois senate passed a bill early on wednesday that aims to prevent two nuclear power plants from shutting this autumn sending the legislation","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.0258}",True,True
2021-08-03,Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Wolfe
(Reuters) -The District of Columbia's police department on Monday said two more police officers who responded to the Jan. 6 riot at the U.S. Capitol have died by...",top 5 things to watch in markets in the week ahead,"by jan wolfe reuters the district of columbias police department on monday said two more police officers who responded to the jan 6 riot at the us capitol have died by","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.802}",True,False
2021-08-02,Top 5 Things to Watch in Markets in the Week Ahead,"By Joseph Ax
(Reuters) -The U.S. Justice Department sued Texas Governor Greg Abbott on Friday, seeking to block an executive order that restricts the transport of migrants through...",top 5 things to watch in markets in the week ahead,"by joseph ax reuters the us justice department sued texas governor greg abbott on friday seeking to block an executive order that restricts the transport of migrants through","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.155, 'neu': 0.744, 'pos': 0.101, 'compound': -0.2023}",True,False
2021-08-01,Dow Futures Move Higher As Investors Brace for Earnings,"By Nathan Layne and Tim Reid
(Reuters) - Georgia Republicans on Friday triggered a formal review of election officials in Fulton County, a Democratic stronghold that includes...",dow futures move higher as investors brace for earnings,"by nathan layne and tim reid reuters  georgia republicans on friday triggered a formal review of election officials in fulton county a democratic stronghold that includes","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.128}",False,True
2021-07-28,Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Hosenball
WASHINGTON (Reuters) - A federal judge on Wednesday ordered pre-trial detention of a former Virginia police officer who had 34 firearms on order at a gun...",top 5 things to watch in markets in the week ahead,"by mark hosenball washington reuters  a federal judge on wednesday ordered pretrial detention of a former virginia police officer who had 34 firearms on order at a gun","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.5994}",True,False
2021-07-23,Top 5 Things to Watch in Markets in the Week Ahead,"By Nichola Groom
(Reuters) -A U.S. Senate committee on Thursday voted 10-10 along party lines on President Joe Biden's nomination of Montana conservationist Tracy Stone-Manning to...",top 5 things to watch in markets in the week ahead,"by nichola groom reuters a us senate committee on thursday voted 1010 along party lines on president joe bidens nomination of montana conservationist tracy stonemanning to","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}",True,True
2021-07-09,Top 5 Things to Watch in Markets in the Week Ahead,"By Rich McKay
(Reuters) -Eleven heavily armed, self-professed militia members were arrested near Boston Saturday, ending an overnight stand off that shut down a major U.S....",top 5 things to watch in markets in the week ahead,"by rich mckay reuters eleven heavily armed selfprofessed militia members were arrested near boston saturday ending an overnight stand off that shut down a major us","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.104, 'neu': 0.774, 'pos': 0.121, 'compound': 0.128}",True,True
2021-06-21,Top 5 Things to Watch in Markets in the Week Ahead,"By Jason Lange
WASHINGTON (Reuters) - The fundraising arm of the Republican Party raised less money in May than its Democratic counterpart but spent more, shelling out millions on...",top 5 things to watch in markets in the week ahead,"by jason lange washington reuters  the fundraising arm of the republican party raised less money in may than its democratic counterpart but spent more shelling out millions on","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.2144}",True,True
