,Date,Title,Text,Processed Title,Processed Text,Sentiment Title,Sentiment Text,Positive Title,Positive Text
11,"Jul 08, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Bernadette Christina
JAKARTA (Reuters) - Indonesia has ordered oxygen makers to prioritise medical needs amid growing demand from COVID-19 patients, the government said on...",top 5 things to watch in markets in the week ahead,by bernadette christina jakarta reuters  indonesia has ordered oxygen makers to prioritise medical needs amid growing demand from covid19 patients the government said on,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.06, 'neu': 0.873, 'pos': 0.067, 'compound': 0.0516}",True,True
12,"Apr 01, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Carl O'Donnell
(Reuters) - Abbott Laboratories (NYSE:ABT) said on Wednesday that U.S. regulators have cleared its rapid COVID-19 antigen test for over-the-counter, at-home use...",top 5 things to watch in markets in the week ahead,by carl odonnell reuters  abbott laboratories nyseabt said on wednesday that us regulators have cleared its rapid covid19 antigen test for overthecounter athome use,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.1027}",True,True
13,"Feb 03, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Lynx Insight Service
(Reuters) - More than 103.44 million people have been reported to be infected by the novel coronavirus globally and 2,236,895​ have died, according to a...",top 5 things to watch in markets in the week ahead,by lynx insight service reuters  more than 10344 million people have been reported to be infected by the novel coronavirus globally and 2236895 have died according to a,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.205, 'neu': 0.725, 'pos': 0.069, 'compound': -0.6705}",True,False
14,"Jan 21, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Nandita Bose and Jeff Mason
WASHINGTON (Reuters) - President Joe Biden will sign 10 executive orders on Thursday to fight the coronavirus pandemic, including directing that...",top 5 things to watch in markets in the week ahead,by nandita bose and jeff mason washington reuters  president joe biden will sign 10 executive orders on thursday to fight the coronavirus pandemic including directing that,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.3818}",True,False
15,"Jan 21, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Kate Kelland
LONDON (Reuters) - Larger trials are needed to assess whether Roche's arthritis drug tocilizumab can cut death rates among the sickest COVID-19 patients, scientists...",dow futures move higher as investors brace for earnings,by kate kelland london reuters  larger trials are needed to assess whether roches arthritis drug tocilizumab can cut death rates among the sickest covid19 patients scientists,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.7184}",False,False
16,"Jan 19, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Francesco Guarascio
BRUSSELS (Reuters) - The European Union wants to set up a mechanism that would allow the sharing of surplus COVID-19 vaccines with poorer neighbouring states...",top 5 things to watch in markets in the week ahead,by francesco guarascio brussels reuters  the european union wants to set up a mechanism that would allow the sharing of surplus covid19 vaccines with poorer neighbouring states,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.083, 'neu': 0.762, 'pos': 0.156, 'compound': 0.296}",True,True
17,"Jan 19, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Tom Wilson
LONDON (Reuters) - Two British hospitals are using blockchain technology to keep tabs on the storage and supply of temperature-sensitive COVID-19 vaccines, the...",dow futures move higher as investors brace for earnings,by tom wilson london reuters  two british hospitals are using blockchain technology to keep tabs on the storage and supply of temperaturesensitive covid19 vaccines the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
18,"Jan 19, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Kanishka Singh
(Reuters) - New York Governor Andrew Cuomo asked Pfizer Inc (NYSE:PFE) Chief Executive Albert Bourla on Monday if the state could buy COVID-19 vaccine doses...",oil rises as opec members voice support for supply cut,by kanishka singh reuters  new york governor andrew cuomo asked pfizer inc nysepfe chief executive albert bourla on monday if the state could buy covid19 vaccine doses,"{'neg': 0.164, 'neu': 0.625, 'pos': 0.211, 'compound': 0.1531}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
19,"Jan 17, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Szekely
NEW YORK (Reuters) - Scattered shortages of COVID-19 vaccines persisted on Saturday under pressure from growing demand, as previously inoculated Americans returned...",top 5 things to watch in markets in the week ahead,by peter szekely new york reuters  scattered shortages of covid19 vaccines persisted on saturday under pressure from growing demand as previously inoculated americans returned,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.196, 'neu': 0.741, 'pos': 0.063, 'compound': -0.3818}",True,False
20,"Jan 13, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Kate Kelland and Josephine Mason
LONDON (Reuters) - The role and remit of the World Health Organization (WHO) should be examined in the wake of the COVID-19 pandemic, and...",top 5 things to watch in markets in the week ahead,by kate kelland and josephine mason london reuters  the role and remit of the world health organization who should be examined in the wake of the covid19 pandemic and,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
21,"Jan 13, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By David Shepardson
WASHINGTON (Reuters) - Nearly all air travelers will need to present a negative coronavirus test to enter the United States under expanded test testing...",dow futures move higher as investors brace for earnings,by david shepardson washington reuters  nearly all air travelers will need to present a negative coronavirus test to enter the united states under expanded test testing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.125, 'neu': 0.78, 'pos': 0.095, 'compound': -0.2263}",False,False
22,"Jan 12, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Maria Caspani and Jonathan Allen
NEW YORK (Reuters) - New York officials said on Monday that they feared efforts to accelerate the vaccination of people against the novel...",top 5 things to watch in markets in the week ahead,by maria caspani and jonathan allen new york reuters  new york officials said on monday that they feared efforts to accelerate the vaccination of people against the novel,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.102, 'neu': 0.825, 'pos': 0.073, 'compound': -0.2263}",True,False
23,"Jan 09, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Lucy Nicholson
MISSION VIEJO, Calif. (Reuters) - Southern California is so overwhelmed with coronavirus cases that patients are backed up trying to get into hospitals, and...",top 5 things to watch in markets in the week ahead,by lucy nicholson mission viejo calif reuters  southern california is so overwhelmed with coronavirus cases that patients are backed up trying to get into hospitals and,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1819}",True,True
24,"Jan 07, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Roshan Abraham
(Reuters) - Coronavirus cases in Europe surpassed 25 million on Thursday, according to a Reuters tally, with several countries reinstating or extending lockdowns...",top 5 things to watch in markets in the week ahead,by roshan abraham reuters  coronavirus cases in europe surpassed 25 million on thursday according to a reuters tally with several countries reinstating or extending lockdowns,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
25,"Jan 06, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Dan Whitcomb and Steve Gorman
LOS ANGELES (Reuters) -Los Angeles health officials have told first responders to stop bringing adult patients who cannot be resuscitated to...",top 5 things to watch in markets in the week ahead,by dan whitcomb and steve gorman los angeles reuters los angeles health officials have told first responders to stop bringing adult patients who cannot be resuscitated to,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}",True,False
26,"Jan 05, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Dominique Vidalon and Sudip Kar-Gupta
PARIS (Reuters) -France is stepping up its COVID-19 vaccine rollout by widening further its first target group to include more health...",top 5 things to watch in markets in the week ahead,by dominique vidalon and sudip kargupta paris reuters france is stepping up its covid19 vaccine rollout by widening further its first target group to include more health,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
27,"Jan 05, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Alexander Winning
JOHANNESBURG (Reuters) - A variant of the coronavirus first detected in South Africa is unlikely to completely negate the immunising effects of vaccines, a...",dow futures move higher as investors brace for earnings,by alexander winning johannesburg reuters  a variant of the coronavirus first detected in south africa is unlikely to completely negate the immunising effects of vaccines a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5267}",False,True
28,"Jan 05, 2021",Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Devjyot Ghoshal and Neha Arora
NEW DELHI (Reuters) - India is set to roll out a COVID-19 vaccination programme by next week, aiming to cover 300 million people by July, its top...",oil rises as opec members voice support for supply cut,by devjyot ghoshal and neha arora new delhi reuters  india is set to roll out a covid19 vaccination programme by next week aiming to cover 300 million people by july its top,"{'neg': 0.164, 'neu': 0.625, 'pos': 0.211, 'compound': 0.1531}","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.2023}",True,True
29,"Jan 04, 2021",Top 5 Things to Watch in Markets in the Week Ahead,"By Jonathan Landay
WASHINGTON (Reuters) - Two top U.S. health officials on Sunday disputed a claim by President Donald Trump that federal data on COVID-19 cases and deaths in the...",top 5 things to watch in markets in the week ahead,by jonathan landay washington reuters  two top us health officials on sunday disputed a claim by president donald trump that federal data on covid19 cases and deaths in the,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.079, 'neu': 0.861, 'pos': 0.06, 'compound': -0.1531}",True,False
30,"Jan 04, 2021",Dow Futures Move Higher As Investors Brace for Earnings,"By Richard Cowan and Trevor Hunnicutt
WASHINGTON/REHOBOTH BEACH, Del. (Reuters) - In Washington's months-long political slugfest over who should get aid to counter the financial...",dow futures move higher as investors brace for earnings,by richard cowan and trevor hunnicutt washingtonrehoboth beach del reuters  in washingtons monthslong political slugfest over who should get aid to counter the financial,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",False,False
31,"Dec 30, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Lopatka and Emilio Parodi
PRAGUE/ROME (Reuters) -
The European Union was asked on Tuesday to allow an extra dose of the COVID-19 vaccine developed by Pfizer (NYSE:PFE) and...",top 5 things to watch in markets in the week ahead,by jan lopatka and emilio parodi praguerome reuters  the european union was asked on tuesday to allow an extra dose of the covid19 vaccine developed by pfizer nysepfe and,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.2263}",True,True
32,"Dec 12, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Kate Kelland
LONDON (Reuters) - Five key genes are linked with the most severe form of COVID-19, scientists said on Friday, in research that also pointed to several existing...",top 5 things to watch in markets in the week ahead,by kate kelland london reuters  five key genes are linked with the most severe form of covid19 scientists said on friday in research that also pointed to several existing,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.4391}",True,False
33,"Dec 03, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Andrea Shalal and Michelle Nichols
WASHINGTON/NEW YORK (Reuters) - The United States on Wednesday claimed a United Nations meeting of world leaders on the COVID-19 pandemic was...",top 5 things to watch in markets in the week ahead,by andrea shalal and michelle nichols washingtonnew york reuters  the united states on wednesday claimed a united nations meeting of world leaders on the covid19 pandemic was,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6808}",True,True
34,"Nov 13, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com - President Donald Trump on Friday said he expected Pfiizer's vaccine to be approved ""very soon,"" and talked up the prospect of a widespread roll out...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  president donald trump on friday said he expected pfiizers vaccine to be approved very soon and talked up the prospect of a widespread roll out,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6124}",True,True
35,"Nov 07, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Anurag Maan
(Reuters) - U.S. coronavirus infections surged by at least 129,606 on Friday, according to a Reuters tally, the third consecutive daily rise of more than 100,000...",top 5 things to watch in markets in the week ahead,by anurag maan reuters  us coronavirus infections surged by at least 129606 on friday according to a reuters tally the third consecutive daily rise of more than 100000,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
36,"Oct 28, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson
WASHINGTON (Reuters) - Transmission risks of COVID-19 during airline flights are very low and below other routine activities during the pandemic such as grocery...",top 5 things to watch in markets in the week ahead,by david shepardson washington reuters  transmission risks of covid19 during airline flights are very low and below other routine activities during the pandemic such as grocery,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.5413}",True,False
37,"Oct 23, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Nancy Lapid
(Reuters) - The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19,...",top 5 things to watch in markets in the week ahead,by nancy lapid reuters  the following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for covid19,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}",True,True
38,"Oct 20, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Rich McKay
(Reuters) - A Wisconsin judge on Monday reinstated limits on public gatherings including at bars and restaurants due to a surge in COVID-19, the governor's office...",top 5 things to watch in markets in the week ahead,by rich mckay reuters  a wisconsin judge on monday reinstated limits on public gatherings including at bars and restaurants due to a surge in covid19 the governors office,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5574}",True,True
39,"Oct 16, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Carl O'Donnell
NEW YORK (Reuters) - Drugmakers and research centers around the world are working on COVID-19 vaccines, with large global trials of several of the candidates...",top 5 things to watch in markets in the week ahead,by carl odonnell new york reuters  drugmakers and research centers around the world are working on covid19 vaccines with large global trials of several of the candidates,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
40,"Sep 30, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Hyonhee Shin
SEOUL (Reuters) - South Koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of Chuseok this week, as the...",top 5 things to watch in markets in the week ahead,by hyonhee shin seoul reuters  south koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of chuseok this week as the,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8748}",True,True
41,"Sep 25, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Barbara Goldberg
NEW YORK (Reuters) - New York is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the...",top 5 things to watch in markets in the week ahead,by barbara goldberg new york reuters  new york is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2732}",True,True
42,"Sep 17, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Adam Claringbull
Investing.com – Oil was slightly up Friday morning in Asia, even as Gulf of Mexico rigs reopened after Hurricane Sally. Thursday’s OPEC+ meeting warning its...",top 5 things to watch in markets in the week ahead,by adam claringbull investingcom  oil was slightly up friday morning in asia even as gulf of mexico rigs reopened after hurricane sally thursdays opec meeting warning its,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.34}",True,False
43,"Sep 14, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Colin Packham
SYDNEY (Reuters) - Australia reported its lowest one-day rise in novel coronavirus infections in nearly three months on Monday as authorities began to ease...",top 5 things to watch in markets in the week ahead,by colin packham sydney reuters  australia reported its lowest oneday rise in novel coronavirus infections in nearly three months on monday as authorities began to ease,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.086, 'neu': 0.757, 'pos': 0.158, 'compound': 0.296}",True,True
44,"Aug 11, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee
Investing.com – The dollar was down on Tuesday morning in Asia, reversing earlier gains even as the U.S. Congress moved closer to a consensus over the latest COVID-19...",top 5 things to watch in markets in the week ahead,by gina lee investingcom  the dollar was down on tuesday morning in asia reversing earlier gains even as the us congress moved closer to a consensus over the latest covid19,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.34}",True,True
45,"Aug 04, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Brendan O'Brien and Dan Whitcomb
CHICAGO (Reuters) - Teachers at dozens of school districts protested from their cars on Monday over plans by some U.S. governors to resume...",top 5 things to watch in markets in the week ahead,by brendan obrien and dan whitcomb chicago reuters  teachers at dozens of school districts protested from their cars on monday over plans by some us governors to resume,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.128}",True,False
46,"Jul 20, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Bryan Wong
Investing.com - Oil was down on Monday morning in Asia, as investors continue to be spooked by the ever-increasing number of global COVID-19 cases.
Brent oil futures...",top 5 things to watch in markets in the week ahead,by bryan wong investingcom  oil was down on monday morning in asia as investors continue to be spooked by the everincreasing number of global covid19 cases brent oil futures,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.0772}",True,True
47,"Jul 01, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Emma Farge and John Revill
GENEVA (Reuters) - Nations who fail to use every mechanism available to combat the still-raging novel coronavirus will struggle to beat it, the World...",top 5 things to watch in markets in the week ahead,by emma farge and john revill geneva reuters  nations who fail to use every mechanism available to combat the stillraging novel coronavirus will struggle to beat it the world,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.231, 'neu': 0.704, 'pos': 0.065, 'compound': -0.7096}",True,False
48,"Jun 18, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Miller
CHICAGO (Reuters) - The COVID-19 pandemic has put a bright spotlight on weaknesses in many of the systems designed to protect Americans from risks. But with older...",top 5 things to watch in markets in the week ahead,by mark miller chicago reuters  the covid19 pandemic has put a bright spotlight on weaknesses in many of the systems designed to protect americans from risks but with older,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.106, 'neu': 0.773, 'pos': 0.121, 'compound': 0.1154}",True,True
49,"Jun 10, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Stephanie Nebehay
GENEVA (Reuters) - Studies show people with the coronavirus are most infectious just at the point when they first begin to feel unwell, World Health...",top 5 things to watch in markets in the week ahead,by stephanie nebehay geneva reuters  studies show people with the coronavirus are most infectious just at the point when they first begin to feel unwell world health,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
50,"May 27, 2020",Top 5 Things to Watch in Markets in the Week Ahead,"By Robin Respaut and Deborah J. Nelson
(Reuters) - New diagnoses of one of the deadliest cancers fell by one-third in March and April as U.S. physicians and patients halted...",top 5 things to watch in markets in the week ahead,by robin respaut and deborah j nelson reuters  new diagnoses of one of the deadliest cancers fell by onethird in march and april as us physicians and patients halted,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",True,False
