Date,Title,Processed Title,Positive_Title,Negative_Title,Neutral_Title
2022-08-24,U.S. releases 2019 memo opposing Trump obstruction charges,us releases 2019 memo opposing trump obstruction charges,0.0539180189371109,0.5332444906234741,0.4128374755382538
2022-08-24,Ex-football star Herschel Walker's woes hurt Republican chance of taking U.S. Senate,exfootball star herschel walkers woes hurt republican chance of taking us senate,0.04078622907400131,0.909964919090271,0.049248822033405304
2022-08-23,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273680195212364,0.06394817680120468
2022-08-23,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-22,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-22,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-22,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-22,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-22,Two alleged militia members found guilty of plot to abduct Michigan governor,two alleged militia members found guilty of plot to abduct michigan governor,0.03468456491827965,0.8131294846534729,0.15218588709831238
2022-08-22,"Biden approval rises to 41%, highest since early June, Reuters/Ipsos finds",biden approval rises to 41 highest since early june reutersipsos finds,0.9134700298309326,0.03073602356016636,0.05579400062561035
2022-08-18,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-17,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-17,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-17,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-17,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-17,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-17,"Analysis-Rejected by Wyoming Republicans, Cheney sets sights on stopping Trump",analysisrejected by wyoming republicans cheney sets sights on stopping trump,0.26102420687675476,0.11097048223018646,0.62800532579422
2022-08-17,U.S. judge reinstates North Carolina ban on late-term abortions,us judge reinstates north carolina ban on lateterm abortions,0.033427778631448746,0.721132755279541,0.24543942511081696
2022-08-16,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-15,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-15,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-15,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-15,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-15,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-14,U.S. Justice Dept opposes revealing evidence supporting search of Trump's home,us justice dept opposes revealing evidence supporting search of trumps home,0.029342148452997208,0.5798369646072388,0.3908208906650543
2022-08-14,Trump Organization ex-CFO nears plea deal in New York tax fraud case -source,trump organization excfo nears plea deal in new york tax fraud case source,0.0578690841794014,0.5996503233909607,0.3424805700778961
2022-08-11,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-11,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.038037609308958054,0.9338078498840332,0.028154591098427773
2022-08-11,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-11,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-10,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-10,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-10,"Flush with wins, finally COVID-free, Biden to hit the road ahead of U.S. midterms",flush with wins finally covidfree biden to hit the road ahead of us midterms,0.8211525082588196,0.024277446791529655,0.154570072889328
2022-08-10,U.S. Attorney General Garland to make statement on Thursday,us attorney general garland to make statement on thursday,0.02690163441002369,0.045302942395210266,0.9277953505516052
2022-08-09,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-09,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-09,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-09,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-09,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-09,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-09,"U.S. House panel has right to see Trump tax records, court rules",us house panel has right to see trump tax records court rules,0.02992563508450985,0.038687530905008316,0.9313868284225464
2022-08-09,"Biden approval rises to 40%, highest in two months, Reuters/Ipsos shows",biden approval rises to 40 highest in two months reutersipsos shows,0.9203733801841736,0.031022071838378906,0.04860458895564079
2022-08-08,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-08,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-08,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-07,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-07,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-07,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-06,Michigan AG alleges conspiracy by Trump backers to break into voting equipment,michigan ag alleges conspiracy by trump backers to break into voting equipment,0.021056300029158592,0.7483875155448914,0.23055623471736908
2022-08-06,"Harris meets college, university leaders to discuss abortion ruling",harris meets college university leaders to discuss abortion ruling,0.05180513486266136,0.036801777780056,0.9113931059837341
2022-08-04,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-04,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-04,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174934923648834,0.07026304304599762
2022-08-04,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082040347158909
2022-08-04,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-04,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-03,"Sen. Sinema agrees to 'move forward' on Democrats' energy, drugs bill",sen sinema agrees to move forward on democrats energy drugs bill,0.6675211787223816,0.015915915369987488,0.3165629506111145
2022-08-03,"Biden meets CEOs of GM, Carrier, urges Congress to pass drug, tax bill",biden meets ceos of gm carrier urges congress to pass drug tax bill,0.2994050979614258,0.049073006957769394,0.6515219211578369
2022-08-03,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-03,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-03,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-03,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-03,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-03,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-03,White house says Biden focus is on keeping oil prices down after OPEC+ output increase,white house says biden focus is on keeping oil prices down after opec output increase,0.17432644963264465,0.2330348789691925,0.5926386713981628
2022-08-03,Trump-backed candidates prevail in U.S. midterm primaries; Kansas votes to preserve abortion rights,trumpbacked candidates prevail in us midterm primaries kansas votes to preserve abortion rights,0.7756559252738953,0.04891771823167801,0.17542636394500732
2022-08-02,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273680195212364,0.06394817680120468
2022-08-02,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-08-02,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-08-02,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-08-02,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-08-02,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-08-02,Conservative Tudor Dixon wins Republican nomination for Michigan governor,conservative tudor dixon wins republican nomination for michigan governor,0.19191937148571014,0.10238727927207947,0.7056933641433716
2022-08-02,Taiwan visit caps Nancy Pelosi's long history of confronting Beijing,taiwan visit caps nancy pelosis long history of confronting beijing,0.42600196599960327,0.06007818505167961,0.5139198303222656
2022-08-01,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-08-01,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-31,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-31,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708010286092758,0.9120994806289673,0.020820407196879387
2022-07-31,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-30,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-07-29,"Abortion ban passes West Virginia senate, heads back to house",abortion ban passes west virginia senate heads back to house,0.04206644743680954,0.07392891496419907,0.8840045928955078
2022-07-29,Trump-targeted Republican blasts Democrats for subsidizing his challenger,trumptargeted republican blasts democrats for subsidizing his challenger,0.27118995785713196,0.5061213374137878,0.2226886749267578
2022-07-28,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-28,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-28,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-27,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-27,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-27,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-07-27,Alaska Senator to stall two Biden Pentagon nominees,alaska senator to stall two biden pentagon nominees,0.07144187390804291,0.5705156922340393,0.35804250836372375
2022-07-27,"Democrats Manchin, Schumer agree on $430 billion tax, drugs, energy bill",democrats manchin schumer agree on 430 billion tax drugs energy bill,0.25947898626327515,0.01820789836347103,0.7223131060600281
2022-07-26,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273680195212364,0.06394817680120468
2022-07-26,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-26,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-26,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-26,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-26,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-07-26,Trump ignores Republican calls to avoid repeating false election claims,trump ignores republican calls to avoid repeating false election claims,0.05766759067773819,0.37373462319374084,0.5685977339744568
2022-07-26,"In risky midterm strategy, Democrats boost far-right candidate in Michigan race",in risky midterm strategy democrats boost farright candidate in michigan race,0.34165728092193604,0.2957499027252197,0.36259278655052185
2022-07-22,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-22,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-22,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-21,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-21,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.016383040696382523,0.9357014298439026,0.047915492206811905
2022-07-21,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072791665792465
2022-07-21,White House COVID response chief says Biden is doing better on Friday,white house covid response chief says biden is doing better on friday,0.9122083783149719,0.03465218469500542,0.053139496594667435
2022-07-21,"Biden says he is 'doing well,' working after testing positive for COVID",biden says he is doing well working after testing positive for covid,0.9090253710746765,0.020328693091869354,0.07064594328403473
2022-07-19,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-19,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-19,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-18,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-18,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-15,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-07-14,"Bidens welcome Ukraine's first lady to White House, Zelenskiy expects major results",bidens welcome ukraines first lady to white house zelenskiy expects major results,0.3903045952320099,0.018713921308517456,0.5909815430641174
2022-07-13,"U.S. Senate committee backs accession of Finland, Sweden to NATO",us senate committee backs accession of finland sweden to nato,0.18213559687137604,0.048896320164203644,0.7689680457115173
2022-07-12,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-12,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-12,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-12,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-12,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-12,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-07-12,U.S. Justice Dept launches task force to protect women's reproductive rights,us justice dept launches task force to protect womens reproductive rights,0.11883535236120224,0.043144647032022476,0.8380200266838074
2022-07-12,Trump phone call to Jan. 6 witness prompts DOJ referral,trump phone call to jan 6 witness prompts doj referral,0.038159821182489395,0.37085217237472534,0.590988039970398
2022-07-11,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-11,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-11,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-11,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-10,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-08,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.01543768122792244,0.06072791665792465
2022-07-08,Biden says he is determined to ban assault weapons,biden says he is determined to ban assault weapons,0.13289277255535126,0.08261052519083023,0.7844967246055603
2022-07-07,Some U.S. students re-think college plans in states with abortion bans,some us students rethink college plans in states with abortion bans,0.018614504486322403,0.870581328868866,0.11080416291952133
2022-07-06,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-05,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-05,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-05,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-05,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-05,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-07-05,Biden says Justice Department will take action if necessary in Akron shooting,biden says justice department will take action if necessary in akron shooting,0.1304755061864853,0.034185733646154404,0.8353387713432312
2022-07-05,"Georgia grand jury in Trump election probe subpoenas Giuliani, Senator Graham",georgia grand jury in trump election probe subpoenas giuliani senator graham,0.04563246667385101,0.5832322239875793,0.37113529443740845
2022-07-02,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
2022-07-02,Equities close lower as rise in yields overshadows earnings,equities close lower as rise in yields overshadows earnings,0.03803760185837746,0.9338078498840332,0.02815459854900837
2022-07-01,Japan ramps up intervention threats after yen slides past key 150 level,japan ramps up intervention threats after yen slides past key 150 level,0.7379875779151917,0.19174933433532715,0.07026302814483643
2022-07-01,2 Oversold Tech Gems With Strong Upside,2 oversold tech gems with strong upside,0.06708008795976639,0.9120994806289673,0.02082039788365364
2022-07-01,Chart Of The Day: AMD's Decline Could Be Far From Over,chart of the day amds decline could be far from over,0.01638305000960827,0.9357014298439026,0.0479155033826828
2022-07-01,Schlumberger Q3 Earnings To Add Even More Fuel To Stock’s 50% Rally,schlumberger q3 earnings to add even more fuel to stocks 50 rally,0.9238344430923462,0.015437674708664417,0.06072790548205376
2022-06-30,What charges might Trump face for trying to overturn 2020 election?,what charges might trump face for trying to overturn 2020 election,0.03072984889149666,0.158049076795578,0.8112210631370544
2022-06-30,Jan. 6 committee may make criminal referral on witness tampering -Cheney,jan 6 committee may make criminal referral on witness tampering cheney,0.014964621514081955,0.7221782207489014,0.2628570795059204
2022-06-29,Tesla seeks to ease demand concerns over likely 2022 delivery target miss,tesla seeks to ease demand concerns over likely 2022 delivery target miss,0.9137781858444214,0.022273685783147812,0.06394819170236588
